,noise_type,mia,acc,T,version,machine,rp
0,0.01,-0.0007002451143934259,0.3393,10.0,v8,becat,0.0
1,0.05,-0.009242581366932545,0.2628,10.0,v8,becat,0.0
2,0.1,0.005683816468297709,0.2983,10.0,v8,becat,0.0
3,0.5,0.01833095668472342,0.3722,10.0,v8,becat,0.0
4,1.0,-0.01005033585350145,0.2148,10.0,v8,becat,0.0
5,2.0,-0.0031048149534787565,0.3362,10.0,v8,becat,0.0
6,5.0,0.013902905168991434,0.2496,10.0,v8,becat,0.0
7,10.0,-0.0072260450917395825,0.2241,10.0,v8,becat,0.0
8,100.0,-0.0063199287448193475,0.3082,10.0,v8,becat,0.0
9,1000.0,0.007571265496318126,0.3529,10.0,v8,becat,0.0
10,10000.0,0.0132123314721349,0.3688,10.0,v8,becat,0.0
11,0.01,0.00876150566857267,0.3574,10.0,v8,becat,1.0
12,0.05,0.006677654753240497,0.3871,10.0,v8,becat,1.0
13,0.1,0.00767050630421974,0.4002,10.0,v8,becat,1.0
14,0.5,0.003593535510130218,0.4053,10.0,v8,becat,1.0
15,1.0,0.011335509663745679,0.4219,10.0,v8,becat,1.0
16,2.0,0.020096701699122397,0.2687,10.0,v8,becat,1.0
17,5.0,0.0017983819413793973,0.2394,10.0,v8,becat,1.0
18,10.0,0.014987129808248238,0.4124,10.0,v8,becat,1.0
19,100.0,-0.002904213147389827,0.2866,10.0,v8,becat,1.0
20,1000.0,-0.010151351056375355,0.2216,10.0,v8,becat,1.0
21,10000.0,0.008959741371471801,0.2133,10.0,v8,becat,1.0
22,0.01,0.0021975835434872013,0.3489,10.0,v8,becat,2.0
23,0.05,0.0014988761237359487,0.2593,10.0,v8,becat,2.0
24,0.1,0.017741681476157126,0.3368,10.0,v8,becat,2.0
25,0.5,0.017250353406527672,0.3495,10.0,v8,becat,2.0
26,1.0,0.02644717001484823,0.4456,10.0,v8,becat,2.0
27,2.0,0.004290781417156246,0.267,10.0,v8,becat,2.0
28,5.0,-0.0002000200026670447,0.2893,10.0,v8,becat,2.0
29,10.0,0.020488666427315602,0.3059,10.0,v8,becat,2.0
30,100.0,0.008563230660487814,0.3123,10.0,v8,becat,2.0
31,1000.0,0.015184135325040055,0.3025,10.0,v8,becat,2.0
32,10000.0,-0.020202707317519466,0.2124,10.0,v8,becat,2.0
33,0.01,-0.012983927558294786,0.2213,10.0,v8,becat,3.0
34,0.05,0.011928570865273812,0.2548,10.0,v8,becat,3.0
35,0.1,-0.002703651574314823,0.309,10.0,v8,becat,3.0
36,0.5,-0.002302649062675558,0.334,10.0,v8,becat,3.0
37,1.0,0.0064789660977090735,0.1649,10.0,v8,becat,3.0
38,2.0,0.011533235813673085,0.3567,10.0,v8,becat,3.0
39,5.0,0.008464078412129364,0.3295,10.0,v8,becat,3.0
40,10.0,0.016758783814954624,0.4468,10.0,v8,becat,3.0
41,100.0,0.004191204618468052,0.29,10.0,v8,becat,3.0
42,1000.0,0.0064789660977090735,0.3032,10.0,v8,becat,3.0
43,10000.0,0.010544213875671097,0.2745,10.0,v8,becat,3.0
44,0.01,0.002995508979798371,0.2862,10.0,v8,becat,4.0
45,0.05,0.006876303939432064,0.339,10.0,v8,becat,4.0
46,0.1,0.003593535510130218,0.1662,10.0,v8,becat,4.0
47,0.5,0.010841023177874769,0.372,10.0,v8,becat,4.0
48,1.0,0.009950330853168092,0.3019,10.0,v8,becat,4.0
49,2.0,0.002696361547742533,0.3142,10.0,v8,becat,4.0
50,5.0,-0.010454457903858873,0.1814,10.0,v8,becat,4.0
51,10.0,0.01646372603066503,0.4359,10.0,v8,becat,4.0
52,100.0,0.002995508979798371,0.259,10.0,v8,becat,4.0
53,1000.0,0.003992021269537457,0.3218,10.0,v8,becat,4.0
54,10000.0,0.009752291442678302,0.3441,10.0,v8,becat,4.0
55,0.01,-0.004711079730119223,0.2703,10.0,v8,becat,5.0
56,0.05,-0.008536331022286335,0.2455,10.0,v8,becat,5.0
57,0.1,0.010742096531902029,0.2834,10.0,v8,becat,5.0
58,0.5,0.005882663158155512,0.195,10.0,v8,becat,5.0
59,1.0,9.999500033329732e-05,0.2661,10.0,v8,becat,5.0
60,2.0,0.019116117192230143,0.4083,10.0,v8,becat,5.0
61,5.0,0.0001999800026662447,0.3748,10.0,v8,becat,5.0
62,10.0,0.0010993954433010642,0.2592,10.0,v8,becat,5.0
63,100.0,0.009554212804811711,0.4313,10.0,v8,becat,5.0
64,1000.0,-0.0026033858701149278,0.3529,10.0,v8,becat,5.0
65,10000.0,0.005385472276337888,0.2537,10.0,v8,becat,5.0
66,0.01,0.0008995952428359939,0.2593,10.0,v8,becat,6.0
67,0.05,0.006379606964038988,0.3322,10.0,v8,becat,6.0
68,0.1,0.010148331051815136,0.4232,10.0,v8,becat,6.0
69,0.5,0.013607003406216947,0.3677,10.0,v8,becat,6.0
70,1.0,0.002796087302001188,0.3205,10.0,v8,becat,6.0
71,2.0,0.010742096531902029,0.3195,10.0,v8,becat,6.0
72,5.0,-0.006420567802922695,0.2717,10.0,v8,becat,6.0
73,10.0,0.0021975835434872013,0.3014,10.0,v8,becat,6.0
74,100.0,0.0018981972830802655,0.3002,10.0,v8,becat,6.0
75,1000.0,0.012323749688831903,0.3339,10.0,v8,becat,6.0
76,10000.0,0.001998002662673058,0.4381,10.0,v8,becat,6.0
77,0.01,-0.018571385585435342,0.1818,10.0,v8,becat,7.0
78,0.05,0.013607003406216947,0.3575,10.0,v8,becat,7.0
79,0.1,0.006677654753240497,0.3345,10.0,v8,becat,7.0
80,0.5,0.006081470315867954,0.3005,10.0,v8,becat,7.0
81,1.0,0.006975613736425138,0.3644,10.0,v8,becat,7.0
82,2.0,0.008959741371471801,0.324,10.0,v8,becat,7.0
83,5.0,0.0046889894861314695,0.2614,10.0,v8,becat,7.0
84,10.0,0.011038847115216448,0.3138,10.0,v8,becat,7.0
85,100.0,-0.011162064706191918,0.2552,10.0,v8,becat,7.0
86,1000.0,0.01607018017749446,0.3399,10.0,v8,becat,7.0
87,10000.0,0.0010993954433010642,0.2413,10.0,v8,becat,7.0
88,0.01,0.013902905168991434,0.3997,10.0,v8,becat,8.0
89,0.05,0.009950330853168092,0.352,10.0,v8,becat,8.0
90,0.1,0.004290781417156246,0.3914,10.0,v8,becat,8.0
91,0.5,0.011335509663745679,0.4208,10.0,v8,becat,8.0
92,1.0,0.012620031356102198,0.3202,10.0,v8,becat,8.0
93,2.0,0.008166562666393401,0.3893,10.0,v8,becat,8.0
94,5.0,0.006776984279023669,0.3418,10.0,v8,becat,8.0
95,10.0,-0.0006001800720324606,0.3479,10.0,v8,becat,8.0
96,100.0,-0.0022024235552000394,0.2521,10.0,v8,becat,8.0
97,1000.0,-0.0011006054440330039,0.3224,10.0,v8,becat,8.0
98,10000.0,-0.0021022080918701985,0.2633,10.0,v8,becat,8.0
99,0.01,0.005484930230569745,0.3195,10.0,v8,becat,9.0
100,0.05,0.009653257028138346,0.2745,10.0,v8,becat,9.0
101,0.1,0.00876150566857267,0.2972,10.0,v8,becat,9.0
102,0.5,-0.0014009809156281003,0.2253,10.0,v8,becat,9.0
103,1.0,-0.0007002451143934259,0.2482,10.0,v8,becat,9.0
104,2.0,0.008563230660487814,0.3528,10.0,v8,becat,9.0
105,5.0,0.0001999800026662447,0.3099,10.0,v8,becat,9.0
106,10.0,0.005882663158155512,0.2756,10.0,v8,becat,9.0
107,100.0,0.0005998200719675495,0.3874,10.0,v8,becat,9.0
108,1000.0,0.005087039048557209,0.2695,10.0,v8,becat,9.0
109,10000.0,-0.00793137032628028,0.2142,10.0,v8,becat,9.0
110,0.01,0.008265744417032593,0.3172,10.0,v8,becat,10.0
111,0.05,0.002496880198587146,0.3364,10.0,v8,becat,10.0
112,0.1,-0.009848336054814406,0.2321,10.0,v8,becat,10.0
113,0.5,0.0030952049073025216,0.2767,10.0,v8,becat,10.0
114,1.0,0.008662373078652587,0.3309,10.0,v8,becat,10.0
115,2.0,0.01715205881756566,0.3624,10.0,v8,becat,10.0
116,5.0,0.003493889254255838,0.3975,10.0,v8,becat,10.0
117,10.0,-0.004912044361020641,0.1655,10.0,v8,becat,10.0
118,100.0,0.009257021262676848,0.2963,10.0,v8,becat,10.0
119,1000.0,0.003593535510130218,0.1982,10.0,v8,becat,10.0
120,10000.0,0.004589452333807224,0.424,10.0,v8,becat,10.0
