,noise_type,mia,acc,T,version,machine,rp
0,0.01,0.018036362486098575,0.3919,30.0,v8,becat,0.0
1,0.05,0.015085637418040953,0.3305,30.0,v8,becat,0.0
2,0.1,0.008067371077758793,0.358,30.0,v8,becat,0.0
3,0.5,0.009257021262676848,0.3732,30.0,v8,becat,0.0
4,1.0,-0.002402884616310315,0.3723,30.0,v8,becat,0.0
5,2.0,0.006776984279023669,0.3318,30.0,v8,becat,0.0
6,5.0,0.00209779808214612,0.224,30.0,v8,becat,0.0
7,10.0,0.019410393519823387,0.4161,30.0,v8,becat,0.0
8,100.0,0.003394233068015617,0.2677,30.0,v8,becat,0.0
9,1000.0,0.004987541511038968,0.283,30.0,v8,becat,0.0
10,10000.0,0.01833095668472342,0.3289,30.0,v8,becat,0.0
11,0.01,0.0007996801705642441,0.2324,30.0,v8,becat,1.0
12,0.05,-0.0006001800720324606,0.2633,30.0,v8,becat,1.0
13,0.1,0.0040916179032535575,0.3617,30.0,v8,becat,1.0
14,0.5,0.010841023177874769,0.3948,30.0,v8,becat,1.0
15,1.0,0.006677654753240497,0.4276,30.0,v8,becat,1.0
16,2.0,0.009058844488346146,0.3895,30.0,v8,becat,1.0
17,5.0,0.01646372603066503,0.3589,30.0,v8,becat,1.0
18,10.0,-0.0002000200026670447,0.3757,30.0,v8,becat,1.0
19,100.0,0.002895803112025468,0.344,30.0,v8,becat,1.0
20,1000.0,0.01400151963581361,0.405,30.0,v8,becat,1.0
21,10000.0,0.03169244673248973,0.4418,30.0,v8,becat,1.0
22,0.01,0.005087039048557209,0.2949,30.0,v8,becat,2.0
23,0.05,0.01340968690991774,0.4501,30.0,v8,becat,2.0
24,0.1,0.01380428097639708,0.422,30.0,v8,becat,2.0
25,0.5,0.0013990209137074087,0.3651,30.0,v8,becat,2.0
26,1.0,0.001998002662673058,0.3847,30.0,v8,becat,2.0
27,2.0,0.01695544064941337,0.4683,30.0,v8,becat,2.0
28,5.0,0.015676479385007616,0.4382,30.0,v8,becat,2.0
29,10.0,0.006379606964038988,0.354,30.0,v8,becat,2.0
30,100.0,0.01695544064941337,0.3267,30.0,v8,becat,2.0
31,1000.0,-0.005314094823768765,0.4075,30.0,v8,becat,2.0
32,10000.0,0.02751788603673928,0.5217,30.0,v8,becat,2.0
33,0.01,0.020292703267762394,0.4691,30.0,v8,becat,3.0
34,0.05,-0.0011006054440330039,0.1936,30.0,v8,becat,3.0
35,0.1,0.013311014059672416,0.353,30.0,v8,becat,3.0
36,0.5,0.016857117066422806,0.453,30.0,v8,becat,3.0
37,1.0,-0.00350613932928759,0.2457,30.0,v8,becat,3.0
38,2.0,0.005982071677547469,0.3614,30.0,v8,becat,3.0
39,5.0,0.0007996801705642441,0.3314,30.0,v8,becat,3.0
