,noise_type,mia,acc,T,version,machine,rp
0,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
1,0.01,0.006081470315867954,0.3652,1000.0,v8,becat,0.0
2,0.05,0.009157937784765724,0.4809,1000.0,v8,becat,0.0
3,0.1,0.008265744417032593,0.4652,1000.0,v8,becat,0.0
4,0.5,0.001199280575482187,0.2682,1000.0,v8,becat,0.0
5,1,0.005186526687300154,0.3624,1000.0,v8,becat,0.0
6,2,0.004191204618468052,0.3323,1000.0,v8,becat,0.0
7,5,0.01921421892380437,0.4624,1000.0,v8,becat,0.0
8,10,0.03140176313953164,0.528,1000.0,v8,becat,0.0
9,100,0.023130417388854466,0.4248,1000.0,v8,becat,0.0
10,1000,0.004589452333807224,0.3657,1000.0,v8,becat,0.0
11,10000,0.015479570848386375,0.4774,1000.0,v8,becat,0.0
12,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
13,0.01,0.02039068964773398,0.4115,1000.0,v8,becat,1.0
14,0.05,-0.0006001800720324606,0.3259,1000.0,v8,becat,1.0
15,0.1,0.02936460862990398,0.5109,1000.0,v8,becat,1.0
16,0.5,0.02479016880721869,0.5189,1000.0,v8,becat,1.0
17,1,-0.0005001250416822429,0.3945,1000.0,v8,becat,1.0
18,2,0.002895803112025468,0.2988,1000.0,v8,becat,1.0
19,5,0.004290781417156246,0.3723,1000.0,v8,becat,1.0
20,10,0.006677654753240497,0.3304,1000.0,v8,becat,1.0
21,100,0.0005998200719675495,0.3691,1000.0,v8,becat,1.0
22,1000,0.01970458327433543,0.4846,1000.0,v8,becat,1.0
23,10000,0.018429135468367143,0.4913,1000.0,v8,becat,1.0
24,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
25,0.01,0.013014937077494544,0.3999,1000.0,v8,becat,2.0
26,0.05,0.004888034072775866,0.4131,1000.0,v8,becat,2.0
27,0.1,0.0022973590486834584,0.3755,1000.0,v8,becat,2.0
28,0.5,0.010544213875671097,0.4725,1000.0,v8,becat,2.0
29,1,0.019410393519823387,0.4803,1000.0,v8,becat,2.0
30,2,-0.0019018072895963312,0.2531,1000.0,v8,becat,2.0
31,5,0.02615495747685118,0.4856,1000.0,v8,becat,2.0
32,10,0.015282623531156982,0.4247,1000.0,v8,becat,2.0
33,100,0.01695544064941337,0.4733,1000.0,v8,becat,2.0
34,1000,0.0046889894861314695,0.3286,1000.0,v8,becat,2.0
35,10000,0.029267497680568143,0.5069,1000.0,v8,becat,2.0
36,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
37,0.01,-0.004208844774054682,0.2783,1000.0,v8,becat,3.0
38,0.05,0.005087039048557209,0.2946,1000.0,v8,becat,3.0
39,0.1,0.023325825303496757,0.4569,1000.0,v8,becat,3.0
40,0.5,0.0018981972830802655,0.3828,1000.0,v8,becat,3.0
41,1,0.0013990209137074087,0.4087,1000.0,v8,becat,3.0
42,2,0.014987129808248238,0.381,1000.0,v8,becat,3.0
43,5,0.0038924147153438535,0.3914,1000.0,v8,becat,3.0
44,10,0.02761516703297339,0.4018,1000.0,v8,becat,3.0
45,100,0.004589452333807224,0.3829,1000.0,v8,becat,3.0
46,1000,0.02654455522211221,0.5091,1000.0,v8,becat,3.0
47,10000,0.015873349156290163,0.448,1000.0,v8,becat,3.0
48,mg,0.0017983819413793973,0.3721,1000.0,v8,becat,
49,0.01,0.03072317264284048,0.494,1000.0,v8,becat,4.0
50,0.05,0.008067371077758793,0.4035,1000.0,v8,becat,4.0
