,noise_type,mia,acc,T,version,machine,rp
199,5.0,0.6970395952752891,0.36,20.0,v8,becat,6.0
200,10.0,0.6981844720772133,0.239,20.0,v8,becat,6.0
201,100.0,0.701065745804241,0.4249,20.0,v8,becat,6.0
202,1000.0,0.6995267875239843,0.4317,20.0,v8,becat,6.0
203,10000.0,0.6970893997925692,0.2894,20.0,v8,becat,6.0
204,0.0,0.6960928378485148,0.3865,20.0,v8,becat,7.0
205,0.01,0.6941966296955167,0.3112,20.0,v8,becat,7.0
206,0.05,0.6930471755596119,0.3592,20.0,v8,becat,7.0
207,0.1,0.7000731406306785,0.414,20.0,v8,becat,7.0
208,0.5,0.7006688219587914,0.4207,20.0,v8,becat,7.0
209,1.0,0.6882351361989246,0.3012,20.0,v8,becat,7.0
210,2.0,0.6931471805599453,0.4179,20.0,v8,becat,7.0
211,5.0,0.6969399787986416,0.2858,20.0,v8,becat,7.0
212,10.0,0.6976370858327973,0.2543,20.0,v8,becat,7.0
213,100.0,0.6921967290239499,0.3278,20.0,v8,becat,7.0
214,1000.0,0.695993127009864,0.3438,20.0,v8,becat,7.0
215,10000.0,0.6977366328937525,0.4248,20.0,v8,becat,7.0
216,0.0,0.6925970292544641,0.4043,20.0,v8,becat,8.0
217,0.01,0.6857700362208962,0.1779,20.0,v8,becat,8.0
218,0.05,0.6972885930604955,0.3348,20.0,v8,becat,8.0
219,0.1,0.6981844720772133,0.3589,20.0,v8,becat,8.0
220,0.5,0.6959432678619467,0.3713,20.0,v8,becat,8.0
221,1.0,0.699725495920068,0.4768,20.0,v8,becat,8.0
222,2.0,0.6983337072472452,0.4084,20.0,v8,becat,8.0
223,5.0,0.6890387525154021,0.3726,20.0,v8,becat,8.0
224,10.0,0.7020573666897014,0.4042,20.0,v8,becat,8.0
225,100.0,0.6998248353131858,0.3588,20.0,v8,becat,8.0
226,1000.0,0.6981347220709843,0.2911,20.0,v8,becat,8.0
227,10000.0,0.6959432678619467,0.2546,20.0,v8,becat,8.0
228,0.0,0.6952449786420914,0.4272,20.0,v8,becat,9.0
229,0.01,0.6970893997925692,0.3008,20.0,v8,becat,9.0
230,0.05,0.691595978067209,0.3484,20.0,v8,becat,9.0
231,0.1,0.6930471755596119,0.3605,20.0,v8,becat,9.0
232,0.5,0.7007680676913064,0.4488,20.0,v8,becat,9.0
233,1.0,0.6933971493151525,0.3419,20.0,v8,becat,9.0
234,2.0,0.6944962701292408,0.4315,20.0,v8,becat,9.0
235,5.0,0.6998248353131858,0.4165,20.0,v8,becat,9.0
236,10.0,0.6896410412306576,0.2685,20.0,v8,becat,9.0
237,100.0,0.6942465760032464,0.3241,20.0,v8,becat,9.0
238,1000.0,0.7018095536385981,0.394,20.0,v8,becat,9.0
239,10000.0,0.6957936755008509,0.3757,20.0,v8,becat,9.0
240,0.0,0.6948956510940622,0.3282,30.0,v8,becat,0.0
241,0.01,0.7022060250482914,0.3919,30.0,v8,becat,0.0
242,0.05,0.7007184460562634,0.3305,30.0,v8,becat,0.0
243,0.1,0.6971890013862769,0.358,30.0,v8,becat,0.0
244,0.5,0.6977864027083703,0.3732,30.0,v8,becat,0.0
245,1.0,0.6919464599834264,0.3723,30.0,v8,becat,0.0
246,2.0,0.696541413627961,0.3318,30.0,v8,becat,0.0
247,5.0,0.6941966296955167,0.224,30.0,v8,becat,0.0
248,10.0,0.7028994720026236,0.4161,30.0,v8,becat,0.0
249,100.0,0.6948457371955268,0.2677,30.0,v8,becat,0.0
250,1000.0,0.6956440607585325,0.283,30.0,v8,becat,0.0
251,10000.0,0.7023546613108584,0.3289,30.0,v8,becat,0.0
252,0.0,0.6956440607585325,0.3184,30.0,v8,becat,1.0
253,0.01,0.6935471005812722,0.2324,30.0,v8,becat,1.0
254,0.05,0.6928471355509433,0.2633,30.0,v8,becat,1.0
255,0.1,0.6951950821772457,0.3617,30.0,v8,becat,1.0
256,0.5,0.6985823830498846,0.3948,30.0,v8,becat,1.0
257,1.0,0.696491581810335,0.4276,30.0,v8,becat,1.0
258,2.0,0.6976868606019772,0.3895,30.0,v8,becat,1.0
259,5.0,0.7014129249769779,0.3589,30.0,v8,becat,1.0
260,10.0,0.6930471755596119,0.3757,30.0,v8,becat,1.0
261,100.0,0.6945961303250497,0.344,30.0,v8,becat,1.0
262,1000.0,0.7001724454966985,0.405,30.0,v8,becat,1.0
263,10000.0,0.709118950069644,0.4418,30.0,v8,becat,1.0
264,0.0,0.6959432678619467,0.3766,30.0,v8,becat,2.0
265,0.01,0.6956939348265212,0.2949,30.0,v8,becat,2.0
266,0.05,0.6998745013093718,0.4501,30.0,v8,becat,2.0
267,0.1,0.7000731406306785,0.422,30.0,v8,becat,2.0
268,0.5,0.6938469356742188,0.3651,30.0,v8,becat,2.0
269,1.0,0.6941466808930288,0.3847,30.0,v8,becat,2.0
270,2.0,0.7016608363251501,0.4683,30.0,v8,becat,2.0
271,5.0,0.7010161389386405,0.4382,30.0,v8,becat,2.0
272,10.0,0.6963420714564647,0.354,30.0,v8,becat,2.0
273,100.0,0.7016608363251501,0.3267,30.0,v8,becat,2.0
274,1000.0,0.6904936630943819,0.4075,30.0,v8,becat,2.0
275,10000.0,0.7070007748484809,0.5217,30.0,v8,becat,2.0
276,0.0,0.6936470556015963,0.3279,30.0,v8,becat,3.0
277,0.01,0.7033450055363915,0.4691,30.0,v8,becat,3.0
278,0.05,0.6925970292544641,0.1936,30.0,v8,becat,3.0
279,0.1,0.6998248353131858,0.353,30.0,v8,becat,3.0
280,0.5,0.7016112589720747,0.453,30.0,v8,becat,3.0
281,1.0,0.691395647521139,0.2457,30.0,v8,becat,3.0
282,2.0,0.6961426895397439,0.3614,30.0,v8,becat,3.0
283,5.0,0.6935471005812722,0.3314,30.0,v8,becat,3.0
284,10.0,0.7005199348893585,0.4698,30.0,v8,becat,3.0
285,100.0,0.7039882037378201,0.4209,30.0,v8,becat,3.0
286,1000.0,0.6961925387459055,0.4221,30.0,v8,becat,3.0
287,10000.0,0.7043343699505097,0.4376,30.0,v8,becat,3.0
288,0.0,0.696491581810335,0.3273,30.0,v8,becat,4.0
289,0.01,0.6959432678619467,0.3231,30.0,v8,becat,4.0
290,0.05,0.6992783464901854,0.421,30.0,v8,becat,4.0
291,0.1,0.6950453778430256,0.3378,30.0,v8,becat,4.0
292,0.5,0.7007184460562634,0.4125,30.0,v8,becat,4.0
293,1.0,0.6976868606019772,0.4559,30.0,v8,becat,4.0
294,2.0,0.7062114698891464,0.495,30.0,v8,becat,4.0
295,5.0,0.7018095536385981,0.3246,30.0,v8,becat,4.0
296,10.0,0.6938469356742188,0.2745,30.0,v8,becat,4.0
297,100.0,0.701908686228518,0.4545,30.0,v8,becat,4.0
298,1000.0,0.6947958208054699,0.3888,30.0,v8,becat,4.0
299,10000.0,0.6967905354747438,0.3538,30.0,v8,becat,4.0
300,0.0,0.6987812791770385,0.3684,30.0,v8,becat,5.0
301,0.01,0.6975375288612382,0.1902,30.0,v8,becat,5.0
302,0.05,0.6998248353131858,0.3141,30.0,v8,becat,5.0
303,0.1,0.6899420496109969,0.2751,30.0,v8,becat,5.0
304,0.5,0.6955941842029971,0.3461,30.0,v8,becat,5.0
305,1.0,0.6950952817779611,0.3091,30.0,v8,becat,5.0
306,2.0,0.6896410412306576,0.3201,30.0,v8,becat,5.0
307,5.0,0.7007680676913064,0.3481,30.0,v8,becat,5.0
308,10.0,0.6991789527916643,0.3611,30.0,v8,becat,5.0
309,100.0,0.6871291082343823,0.2895,30.0,v8,becat,5.0
310,1000.0,0.6923968991692412,0.3282,30.0,v8,becat,5.0
311,10000.0,0.6984331849891827,0.3959,30.0,v8,becat,5.0
312,0.0,0.6945961303250497,0.3669,30.0,v8,becat,6.0
313,0.01,0.6993280396350264,0.4109,30.0,v8,becat,6.0
314,0.05,0.6930971793099037,0.3576,30.0,v8,becat,6.0
315,0.1,0.698830997028243,0.4357,30.0,v8,becat,6.0
316,0.5,0.6920966289237662,0.329,30.0,v8,becat,6.0
317,1.0,0.6926470555182631,0.3065,30.0,v8,becat,6.0
318,2.0,0.6954445396086287,0.3404,30.0,v8,becat,6.0
319,5.0,0.691746199644317,0.2376,30.0,v8,becat,6.0
320,10.0,0.6922467753167811,0.3272,30.0,v8,becat,6.0
321,100.0,0.6910449724680751,0.3948,30.0,v8,becat,6.0
322,1000.0,0.7002220942319071,0.4632,30.0,v8,becat,6.0
323,10000.0,0.6888379089718469,0.278,30.0,v8,becat,6.0
324,0.0,0.69868183605842,0.4239,30.0,v8,becat,7.0
325,0.01,0.6990298437181008,0.4002,30.0,v8,becat,7.0
326,0.05,0.6962423854672476,0.3786,30.0,v8,becat,7.0
327,0.1,0.6967905354747438,0.3395,30.0,v8,becat,7.0
328,0.5,0.6989304253156726,0.2921,30.0,v8,becat,7.0
329,1.0,0.6957936755008509,0.3904,30.0,v8,becat,7.0
330,2.0,0.6981844720772133,0.4191,30.0,v8,becat,7.0
331,5.0,0.6947958208054699,0.3879,30.0,v8,becat,7.0
332,10.0,0.6978859349071188,0.4418,30.0,v8,becat,7.0
333,100.0,0.6945462014736525,0.345,30.0,v8,becat,7.0
334,1000.0,0.6977864027083703,0.4242,30.0,v8,becat,7.0
335,10000.0,0.7035924384214839,0.4204,30.0,v8,becat,7.0
336,0.0,0.6942965198164668,0.354,30.0,v8,becat,8.0
337,0.01,0.6974877466583655,0.4385,30.0,v8,becat,8.0
338,0.05,0.7092173607374398,0.4756,30.0,v8,becat,8.0
339,0.1,0.6914958178107149,0.2258,30.0,v8,becat,8.0
340,0.5,0.6957438064072115,0.2943,30.0,v8,becat,8.0
341,1.0,0.6968403523975629,0.3376,30.0,v8,becat,8.0
342,2.0,0.6993280396350264,0.4286,30.0,v8,becat,8.0
343,5.0,0.7033450055363915,0.4218,30.0,v8,becat,8.0
344,10.0,0.6941466808930288,0.3188,30.0,v8,becat,8.0
345,100.0,0.6969399787986416,0.408,30.0,v8,becat,8.0
346,1000.0,0.7045815581856083,0.4948,30.0,v8,becat,8.0
347,10000.0,0.6956440607585325,0.3361,30.0,v8,becat,8.0
348,0.0,0.7005695663755834,0.4027,30.0,v8,becat,9.0
349,0.01,0.6981844720772133,0.3638,30.0,v8,becat,9.0
350,0.05,0.6928471355509433,0.2831,30.0,v8,becat,9.0
351,0.1,0.6945961303250497,0.2773,30.0,v8,becat,9.0
352,0.5,0.6973881748171997,0.4105,30.0,v8,becat,9.0
353,1.0,0.6922467753167811,0.4137,30.0,v8,becat,9.0
354,2.0,0.6985823830498846,0.412,30.0,v8,becat,9.0
355,5.0,0.6972387984631989,0.4118,30.0,v8,becat,9.0
356,10.0,0.6993777303105815,0.3711,30.0,v8,becat,9.0
357,100.0,0.694995471417563,0.3301,30.0,v8,becat,9.0
358,1000.0,0.6933971493151525,0.2929,30.0,v8,becat,9.0
359,10000.0,0.6954944236282933,0.3185,30.0,v8,becat,9.0
360,0.0,0.6970893997925692,0.3432,40.0,v8,becat,0.0
361,0.01,0.7070007748484809,0.4648,40.0,v8,becat,0.0
362,0.05,0.690343253227211,0.2787,40.0,v8,becat,0.0
363,0.1,0.6967905354747438,0.305,40.0,v8,becat,0.0
364,0.5,0.6932471755602786,0.3208,40.0,v8,becat,0.0
365,1.0,0.6961426895397439,0.3745,40.0,v8,becat,0.0
366,2.0,0.6995764683248491,0.4072,40.0,v8,becat,0.0
367,5.0,0.6983834473551916,0.3227,40.0,v8,becat,0.0
368,10.0,0.702552808634041,0.4445,40.0,v8,becat,0.0
369,100.0,0.6973881748171997,0.4056,40.0,v8,becat,0.0
370,1000.0,0.701065745804241,0.4064,40.0,v8,becat,0.0
371,10000.0,0.6967905354747438,0.2333,40.0,v8,becat,0.0
372,0.0,0.7005695663755834,0.4841,40.0,v8,becat,1.0
373,0.01,0.6931971793099868,0.261,40.0,v8,becat,1.0
374,0.05,0.6998248353131858,0.4572,40.0,v8,becat,1.0
375,0.1,0.6970395952752891,0.3747,40.0,v8,becat,1.0
376,0.5,0.7019582488384952,0.4221,40.0,v8,becat,1.0
377,1.0,0.6931971793099868,0.3583,40.0,v8,becat,1.0
378,2.0,0.7016608363251501,0.3095,40.0,v8,becat,1.0
379,5.0,0.6991292522374928,0.4008,40.0,v8,becat,1.0
380,10.0,0.6961925387459055,0.3344,40.0,v8,becat,1.0
381,100.0,0.6960429836719708,0.3931,40.0,v8,becat,1.0
382,1000.0,0.6921466802263617,0.3242,40.0,v8,becat,1.0
383,10000.0,0.6938968994504913,0.2812,40.0,v8,becat,1.0
384,0.0,0.6890387525154021,0.2119,40.0,v8,becat,2.0
385,0.01,0.6935970793403099,0.4126,40.0,v8,becat,2.0
386,0.05,0.6918963986582927,0.229,40.0,v8,becat,2.0
387,0.1,0.6993280396350264,0.3822,40.0,v8,becat,2.0
388,0.5,0.6970395952752891,0.3605,40.0,v8,becat,2.0
389,1.0,0.6963919107248343,0.3988,40.0,v8,becat,2.0
390,2.0,0.694995471417563,0.3306,40.0,v8,becat,2.0
391,5.0,0.6976868606019772,0.4445,40.0,v8,becat,2.0
392,10.0,0.696541413627961,0.4408,40.0,v8,becat,2.0
393,100.0,0.6946460566836813,0.2841,40.0,v8,becat,2.0
394,1000.0,0.6960429836719708,0.3203,40.0,v8,becat,2.0
395,10000.0,0.6970395952752891,0.4371,40.0,v8,becat,2.0
396,0.0,0.7005695663755834,0.4231,40.0,v8,becat,3.0
397,0.01,0.6963919107248343,0.3028,40.0,v8,becat,3.0
398,0.05,0.6970893997925692,0.3613,40.0,v8,becat,3.0
399,0.1,0.6980352146327214,0.4301,40.0,v8,becat,3.0
400,0.5,0.7001724454966985,0.3521,40.0,v8,becat,3.0
401,1.0,0.6966410698142009,0.365,40.0,v8,becat,3.0
402,2.0,0.6901426715396466,0.2113,40.0,v8,becat,3.0
403,5.0,0.6875817220870638,0.2983,40.0,v8,becat,3.0
404,10.0,0.6961426895397439,0.3848,40.0,v8,becat,3.0
405,100.0,0.6909447570047452,0.3659,40.0,v8,becat,3.0
406,1000.0,0.6945462014736525,0.3641,40.0,v8,becat,3.0
407,10000.0,0.6975873085859664,0.3644,40.0,v8,becat,3.0
408,0.0,0.6930971793099037,0.3326,40.0,v8,becat,4.0
409,0.01,0.7024042018226222,0.4571,40.0,v8,becat,4.0
