a1	a4	G_theta	G_k	U_b	U_a	epsilon	mia	obj	delta
0.1	0.1	1	2	1	0	0.01	-0.2928821814789591	2.5	0.2066153101668325
0.1	0.1	1	2	1	0	0.10966666666666666	-0.49420410272875454	2.5	5.952823816243095e-07
0.1	0.1	1	2	1	0	0.20933333333333334	-0.4883572058979579	2.5	1.7150767461819645e-12
0.1	0.1	1	2	1	0	0.309	-0.48189688147482884	2.5	4.941332611369897e-18
0.1	0.1	1	2	1	0	0.4086666666666667	-0.47475949832343983	2.5	1.4236545408561517e-23
0.1	0.1	1	2	1	0	0.5083333333333333	-0.4668740989379499	2.5	4.101711848007835e-29
0.1	0.1	1	2	1	0	0.608	-0.4581622892802905	2.5	1.1817501789423067e-34
0.1	0.1	1	2	1	0	0.7076666666666667	-0.448537459414229	2.5	3.404757665042848e-40
0.1	0.1	1	2	1	0	0.8073333333333333	-0.43790392245796833	2.5	9.809496934490388e-46
0.1	0.1	1	2	1	0	0.907	-0.4261559632967505	2.5	2.826228459538994e-51
0.1	0.1	1	2	1	0	1.0066666666666666	-0.413176787598077	2.5	8.142688008213575e-57
0.1	0.1	1	2	1	0	1.1063333333333334	-0.39883736068100467	2.5	2.3460017103471697e-62
0.1	0.1	1	2	1	0	1.206	-0.3829951246959356	2.5	6.759099721615718e-68
0.1	0.1	1	2	1	0	1.3056666666666668	-0.3654925813615288	2.5	1.9473740724589532e-73
0.1	0.1	1	2	1	0	1.4053333333333333	-0.3461557261687703	2.5	5.610607823935109e-79
0.1	0.1	1	2	1	0	1.5050000000000001	-0.3247923184855757	2.5	1.6164803978442862e-84
0.1	0.1	1	2	1	0	1.6046666666666667	-0.30118997036387646	2.5	4.657265235092143e-90
0.1	0.1	1	2	1	0	1.7043333333333333	-0.2751140350487395	2.5	1.3418114750369683e-95
0.1	0.1	1	2	1	0	1.804	-0.24630527419777665	2.5	3.865912598179974e-101
0.1	0.1	1	2	1	0	1.9036666666666666	-0.21447728061910737	2.5	1.1138137133873673e-106
0.1	0.1	1	2	1	0	2.0033333333333334	-0.179313630905588	2.5	3.209024923930696e-112
0.1	0.1	1	2	1	0	2.1029999999999998	-0.14046473965773493	2.5	9.24556848118781e-118
0.1	0.1	1	2	1	0	2.2026666666666666	-0.09754438402106541	2.5	2.6637542109091665e-123
0.1	0.1	1	2	1	0	2.3023333333333333	-0.05012586398595403	2.5	7.674581082357332e-129
0.1	0.1	1	2	1	0	2.4019999999999997	0.0022622397230282476	2.5	2.211134741653866e-134
0.1	0.1	1	2	1	0	2.5016666666666665	0.06014075234195676	2.5	6.370532532372027e-140
0.1	0.1	1	2	1	0	2.6013333333333333	0.12408508294014747	2.5	1.8354234132133856e-145
0.1	0.1	1	2	1	0	2.7009999999999996	0.19473094494720705	2.5	5.288065147856205e-151
0.1	0.1	1	2	1	0	2.8006666666666664	0.2727806762061305	2.5	1.5235521573200528e-156
0.1	0.1	1	2	1	0	2.900333333333333	0.35901022138432387	2.5	4.389528326850534e-162
0.1	0.1	1	2	1	0	3.0	0.4027022850505293	2.5	1.2646734041659478e-167
0.1	0.1	1	2	2	1	0.01	0.45	3.5	9.544175986246247
0.1	0.1	1	2	2	1	0.10966666666666666	-0.4941772001465919	3.5	2.7497864544242465e-05
0.1	0.1	1	2	2	1	0.20933333333333334	-0.48835720582044845	3.5	7.922449833103885e-11
0.1	0.1	1	2	2	1	0.309	-0.4818968814748286	3.5	2.282548568710203e-16
0.1	0.1	1	2	2	1	0.4086666666666667	-0.47475949832343983	3.5	6.576283950389866e-22
0.1	0.1	1	2	2	1	0.5083333333333333	-0.4668740989379499	3.5	1.894702754149651e-27
0.1	0.1	1	2	2	1	0.608	-0.4581622892802905	3.5	5.458855721048093e-33
0.1	0.1	1	2	2	1	0.7076666666666667	-0.448537459414229	3.5	1.5727588782966348e-38
0.1	0.1	1	2	2	1	0.8073333333333333	-0.43790392245796833	3.5	4.531298527864309e-44
0.1	0.1	1	2	2	1	0.907	-0.4261559632967505	3.5	1.3055190234159104e-49
0.1	0.1	1	2	2	1	1.0066666666666666	-0.413176787598077	3.5	3.761349886837328e-55
0.1	0.1	1	2	2	1	1.1063333333333334	-0.39883736068100467	3.5	1.0836879982179936e-60
0.1	0.1	1	2	2	1	1.206	-0.3829951246959356	3.5	3.122229286861684e-66
0.1	0.1	1	2	2	1	1.3056666666666668	-0.3654925813615288	3.5	8.995500306145849e-72
0.1	0.1	1	2	2	1	1.4053333333333333	-0.3461557261687703	3.5	2.5917067045133096e-77
0.1	0.1	1	2	2	1	1.5050000000000001	-0.3247923184855757	3.5	7.46700396155836e-83
0.1	0.1	1	2	2	1	1.6046666666666667	-0.30118997036387646	3.5	2.1513293948282674e-88
