(0.1, 0.1, (1, 2), (2, 1))
0.5 1.0 0.3
{'a1': 0.1, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.4, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.4, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.4, 'a4': 0.30000000000000004, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.4, 'a4': 0.30000000000000004, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.30000000000000004, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.5, 'a4': 0.30000000000000004, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.30000000000000004, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.6, 'a4': 0.30000000000000004, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.30000000000000004, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.7000000000000001, 'a4': 0.30000000000000004, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.30000000000000004, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.8, 'a4': 0.30000000000000004, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.1, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.1, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.1, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.30000000000000004, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.9, 'a4': 0.30000000000000004, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579923261}
{'a1': 0.1, 'a4': 0.30000000000000004, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579922817}
{'a1': 0.1, 'a4': 0.30000000000000004, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579922817}
{'a1': 0.2, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579922817}
{'a1': 0.30000000000000004, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579922817}
{'a1': 0.1, 'a4': 0.30000000000000004, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579921929}
{'a1': 0.9, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579467182}
{'a1': 0.8, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237579345945}
{'a1': 0.7000000000000001, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.01076723757916831}
{'a1': 0.9, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237579011546}
{'a1': 0.6, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237578894306}
{'a1': 0.9, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237578894306}
{'a1': 0.8, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.01076723757876863}
{'a1': 0.8, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.01076723757861986}
{'a1': 0.5, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237578439115}
{'a1': 0.7000000000000001, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237578413358}
{'a1': 0.7000000000000001, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237578218403}
{'a1': 0.6, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237577865796}
{'a1': 0.9, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237577865796}
{'a1': 0.4, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237577598454}
{'a1': 0.6, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237577598454}
{'a1': 0.8, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237577316457}
{'a1': 0.5, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237576955413}
{'a1': 0.5, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237576566835}
{'a1': 0.7000000000000001, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237576513988}
{'a1': 0.30000000000000004, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.01076723757577236}
{'a1': 0.9, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.01076723757577236}
{'a1': 0.4, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237575274091}
{'a1': 0.6, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237575274091}
{'a1': 0.4, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237574658584}
{'a1': 0.8, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237574658584}
{'a1': 0.5, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237573210853}
{'a1': 0.7000000000000001, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237573027444}
{'a1': 0.30000000000000004, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237571621902}
{'a1': 0.9, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237571621902}
{'a1': 0.2, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237570501909}
{'a1': 0.30000000000000004, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237570501909}
{'a1': 0.6, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237570501909}
{'a1': 0.4, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237569393906}
{'a1': 0.8, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237569393906}
{'a1': 0.5, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237566284837}
{'a1': 0.7000000000000001, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237566131627}
{'a1': 0.2, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237561080556}
{'a1': 0.30000000000000004, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237561080556}
{'a1': 0.6, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237561080556}
{'a1': 0.2, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237558442666}
{'a1': 0.4, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237558442666}
{'a1': 0.5, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.01076723755264597}
{'a1': 0.1, 'a4': 0.4, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237541223551}
{'a1': 0.30000000000000004, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237541223551}
{'a1': 0.2, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237536962515}
{'a1': 0.4, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237536962515}
{'a1': 0.1, 'a4': 0.2, 'G_theta': 3, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237502524285}
{'a1': 0.30000000000000004, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237502524285}
{'a1': 0.1, 'a4': 0.4, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237490473924}
{'a1': 0.2, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237490473924}
{'a1': 0.1, 'a4': 0.2, 'G_theta': 2, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237401024587}
{'a1': 0.2, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767237401024587}
{'a1': 0.1, 'a4': 0.4, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767237191161794}
{'a1': 0.1, 'a4': 0.2, 'G_theta': 1, 'G_k': 2, 'U_b': 2, 'U_a': 1, 'mia': -0.010767236802400326}
{'a1': 0.9, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767105488060924}
{'a1': 0.8, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767070279809499}
{'a1': 0.7000000000000001, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010767018861451039}
{'a1': 0.6, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766939508884299}
{'a1': 0.9, 'a4': 0.5, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766939508884299}
{'a1': 0.8, 'a4': 0.5, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766859922305194}
{'a1': 0.5, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766807608221018}
{'a1': 0.7000000000000001, 'a4': 0.5, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766743620574726}
{'a1': 0.4, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766563986960076}
{'a1': 0.6, 'a4': 0.5, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766563986960076}
{'a1': 0.5, 'a4': 0.5, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766265058522961}
{'a1': 0.30000000000000004, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766034832594862}
{'a1': 0.9, 'a4': 0.5, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010766034832594862}
{'a1': 0.4, 'a4': 0.5, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010765712014985773}
{'a1': 0.8, 'a4': 0.5, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010765712014985773}
{'a1': 0.7000000000000001, 'a4': 0.5, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010765239378955904}
{'a1': 0.2, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010764507545033108}
{'a1': 0.30000000000000004, 'a4': 0.5, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010764507545033108}
{'a1': 0.6, 'a4': 0.5, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010764507545033108}
{'a1': 0.5, 'a4': 0.5, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010763285501901976}
{'a1': 0.2, 'a4': 0.5, 'G_theta': 2, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010761013155840438}
{'a1': 0.4, 'a4': 0.5, 'G_theta': 1, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010761013155840438}
{'a1': 0.1, 'a4': 0.5, 'G_theta': 3, 'G_k': 2, 'U_b': 1, 'U_a': 0, 'mia': -0.010756023506268253}
