a1	a4	G_theta	G_k	U_b	U_a	epsilon	mia	obj	delta
0.1	0.1	1	2	1	0	0.01	-0.11582935827043911	2.5	0.8813366405565437
0.1	0.1	1	2	1	0	0.10966666666666666	-0.49420215877929524	2.5	2.5392318409494495e-06
0.1	0.1	1	2	1	0	0.20933333333333334	-0.48835720589235715	2.5	7.31581786730203e-12
0.1	0.1	1	2	1	0	0.309	-0.48189688147482884	2.5	2.10777094885213e-17
0.1	0.1	1	2	1	0	0.4086666666666667	-0.47475949832343983	2.5	6.072729602361484e-23
0.1	0.1	1	2	1	0	0.5083333333333333	-0.4668740989379499	2.5	1.749622976988136e-28
0.1	0.1	1	2	1	0	0.608	-0.4581622892802905	2.5	5.040864260470966e-34
0.1	0.1	1	2	1	0	0.7076666666666667	-0.448537459414229	2.5	1.4523307493501098e-39
0.1	0.1	1	2	1	0	0.8073333333333333	-0.43790392245796833	2.5	4.1843312902672444e-45
0.1	0.1	1	2	1	0	0.907	-0.4261559632967505	2.5	1.2055537868728813e-50
0.1	0.1	1	2	1	0	1.0066666666666666	-0.413176787598077	2.5	3.473338586798996e-56
0.1	0.1	1	2	1	0	1.1063333333333334	-0.39883736068100467	2.5	1.0007086427756866e-61
0.1	0.1	1	2	1	0	1.206	-0.3829951246959356	2.5	2.883156256438808e-67
0.1	0.1	1	2	1	0	1.3056666666666668	-0.3654925813615288	2.5	8.306703513607317e-73
0.1	0.1	1	2	1	0	1.4053333333333333	-0.3461557261687703	2.5	2.3932564566655347e-78
0.1	0.1	1	2	1	0	1.5050000000000001	-0.3247923184855757	2.5	6.89524605999062e-84
0.1	0.1	1	2	1	0	1.6046666666666667	-0.30118997036387646	2.5	1.9865993924470585e-89
0.1	0.1	1	2	1	0	1.7043333333333333	-0.2751140350487395	2.5	5.7236204650779215e-95
0.1	0.1	1	2	1	0	1.804	-0.24630527419777665	2.5	1.6490406346044877e-100
0.1	0.1	1	2	1	0	1.9036666666666666	-0.21447728061910737	2.5	4.751075007800728e-106
0.1	0.1	1	2	1	0	2.0033333333333334	-0.179313630905588	2.5	1.3688391453835806e-111
0.1	0.1	1	2	1	0	2.1029999999999998	-0.14046473965773493	2.5	3.9437824131552834e-117
0.1	0.1	1	2	1	0	2.2026666666666666	-0.09754438402106541	2.5	1.1362488992783116e-122
0.1	0.1	1	2	1	0	2.3023333333333333	-0.05012586398595403	2.5	3.2736632650031047e-128
0.1	0.1	1	2	1	0	2.4019999999999997	0.0022622397230282476	2.5	9.43179894778179e-134
0.1	0.1	1	2	1	0	2.5016666666666665	0.06014075234195676	2.5	2.717409342078079e-139
0.1	0.1	1	2	1	0	2.6013333333333333	0.12408508294014747	2.5	7.829167662813565e-145
0.1	0.1	1	2	1	0	2.7009999999999996	0.19473094494720705	2.5	2.2556729066653762e-150
0.1	0.1	1	2	1	0	2.8006666666666664	0.2727806762061305	2.5	6.498852088748658e-156
0.1	0.1	1	2	1	0	2.900333333333333	0.35901022138432387	2.5	1.8723937476320572e-161
0.1	0.1	1	2	1	0	3.0	0.4027022850505293	2.5	5.394580917207283e-167
0.1	0.1	1	2	2	1	0.01	0.45	3.5	1907.2519504516717
0.1	0.1	1	2	2	1	0.10966666666666666	-0.4887096866177126	3.5	0.005495011393423528
0.1	0.1	1	2	2	1	0.20933333333333334	-0.4883571900679155	3.5	1.5831757417630896e-08
0.1	0.1	1	2	2	1	0.309	-0.4818968814747832	3.5	4.56131070502759e-14
0.1	0.1	1	2	2	1	0.4086666666666667	-0.47475949832343983	3.5	1.314165875522399e-19
0.1	0.1	1	2	2	1	0.5083333333333333	-0.4668740989379499	3.5	3.786262458472711e-25
0.1	0.1	1	2	2	1	0.608	-0.4581622892802905	3.5	1.0908655955429558e-30
0.1	0.1	1	2	2	1	0.7076666666666667	-0.448537459414229	3.5	3.142908767131005e-36
0.1	0.1	1	2	2	1	0.8073333333333333	-0.43790392245796833	3.5	9.055080258161799e-42
0.1	0.1	1	2	2	1	0.907	-0.4261559632967505	3.5	2.608872371328805e-47
0.1	0.1	1	2	2	1	1.0066666666666666	-0.413176787598077	3.5	7.51646021441731e-53
0.1	0.1	1	2	2	1	1.1063333333333334	-0.39883736068100467	3.5	2.165578307923879e-58
0.1	0.1	1	2	2	1	1.206	-0.3829951246959356	3.5	6.239279227149088e-64
0.1	0.1	1	2	2	1	1.3056666666666668	-0.3654925813615288	3.5	1.7976078321385445e-69
0.1	0.1	1	2	2	1	1.4053333333333333	-0.3461557261687703	3.5	5.179114126043769e-75
0.1	0.1	1	2	2	1	1.5050000000000001	-0.3247923184855757	3.5	1.4921621196251023e-80
0.1	0.1	1	2	2	1	1.6046666666666667	-0.30118997036387646	3.5	4.299090031725098e-86
0.1	0.1	1	2	2	1	1.7043333333333333	-0.2751140350487395	3.5	1.2386170951398803e-91
0.1	0.1	1	2	2	1	1.804	-0.24630527419777665	3.5	3.5685977661581867e-97
0.1	0.1	1	2	2	1	1.9036666666666666	-0.21447728061910737	3.5	1.0281539037850416e-102
0.1	0.1	1	2	2	1	2.0033333333333334	-0.179313630905588	3.5	2.9622291979586814e-108
0.1	0.1	1	2	2	1	2.1029999999999998	-0.14046473965773493	3.5	8.53452171794141e-114
0.1	0.1	1	2	2	1	2.2026666666666666	-0.09754438402106541	3.5	2.4588934915705118e-119
0.1	0.1	1	2	2	1	2.3023333333333333	-0.05012586398595403	3.5	7.084353877941974e-125
0.1	0.1	1	2	2	1	2.4019999999999997	0.0022622397230282476	3.5	2.0410835215094605e-130
0.1	0.1	1	2	2	1	2.5016666666666665	0.06014075234195676	3.5	5.880595483447907e-136
0.1	0.1	1	2	2	1	2.6013333333333333	0.12408508294014747	3.5	1.694266935944573e-141
0.1	0.1	1	2	2	1	2.7009999999999996	0.19473094494720705	3.5	4.8813771637836263e-147
0.1	0.1	1	2	2	1	2.8006666666666664	0.2727806762061305	3.5	1.4063806894645345e-152
0.1	0.1	1	2	2	1	2.900333333333333	0.35901022138432387	3.5	4.05194390298994e-158
0.1	0.1	1	2	2	1	3.0	0.4027022850505293	3.5	1.1674114637643691e-163
0.1	0.1	2	2	1	0	0.01	-0.428097331115942	4.5	0.19073063357632414
0.1	0.1	2	2	1	0	0.10966666666666666	-0.49420414849432776	4.5	5.495168083737379e-07
0.1	0.1	2	2	1	0	0.20933333333333334	-0.4883572058980898	4.5	1.5832208860377984e-12
0.1	0.1	2	2	1	0	0.309	-0.48189688147482884	4.5	4.561440770855434e-18
0.1	0.1	2	2	1	0	0.4086666666666667	-0.47475949832343983	4.5	1.3142033489776355e-23
0.1	0.1	2	2	1	0	0.5083333333333333	-0.4668740989379499	4.5	3.786370423790757e-29
0.1	0.1	2	2	1	0	0.608	-0.4581622892802905	4.5	1.0908967015881018e-34
0.1	0.1	2	2	1	0	0.7076666666666667	-0.448537459414229	4.5	3.1429983872110585e-40
0.1	0.1	2	2	1	0	0.8073333333333333	-0.43790392245796833	4.5	9.055338463880691e-46
0.1	0.1	2	2	1	0	0.907	-0.4261559632967505	4.5	2.6089467633548204e-51
0.1	0.1	2	2	1	0	1.0066666666666666	-0.413176787598077	4.5	7.516674546367864e-57
0.1	0.1	2	2	1	0	1.1063333333333334	-0.39883736068100467	4.5	2.1656400594145813e-62
0.1	0.1	2	2	1	0	1.206	-0.3829951246959356	4.5	6.239457140269004e-68
0.1	0.1	2	2	1	0	1.3056666666666668	-0.3654925813615288	4.5	1.797659090946839e-73
0.1	0.1	2	2	1	0	1.4053333333333333	-0.3461557261687703	4.5	5.179261808543465e-79
0.1	0.1	2	2	1	0	1.5050000000000001	-0.3247923184855757	4.5	1.4922046686453427e-84
0.1	0.1	2	2	1	0	1.6046666666666667	-0.30118997036387646	4.5	4.2992126203274825e-90
0.1	0.1	2	2	1	0	1.7043333333333333	-0.2751140350487395	4.5	1.2386524143207911e-95
0.1	0.1	2	2	1	0	1.804	-0.24630527419777665	4.5	3.5686995247651005e-101
0.1	0.1	2	2	1	0	1.9036666666666666	-0.21447728061910737	4.5	1.028183221605597e-106
0.1	0.1	2	2	1	0	2.0033333333333334	-0.179313630905588	4.5	2.9623136659588025e-112
0.1	0.1	2	2	1	0	2.1029999999999998	-0.14046473965773493	4.5	8.534765079927473e-118
0.1	0.1	2	2	1	0	2.2026666666666666	-0.09754438402106541	4.5	2.458963606947026e-123
0.1	0.1	2	2	1	0	2.3023333333333333	-0.05012586398595403	4.5	7.084555888375209e-129
0.1	0.1	2	2	1	0	2.4019999999999997	0.0022622397230282476	4.5	2.0411417230298185e-134
0.1	0.1	2	2	1	0	2.5016666666666665	0.06014075234195676	4.5	5.880763168696521e-140
0.1	0.1	2	2	1	0	2.6013333333333333	0.12408508294014747	4.5	1.6943152479859593e-145
0.1	0.1	2	2	1	0	2.7009999999999996	0.19473094494720705	4.5	4.8815163563102326e-151
0.1	0.1	2	2	1	0	2.8006666666666664	0.2727806762061305	4.5	1.4064207924262537e-156
0.1	0.1	2	2	1	0	2.900333333333333	0.35901022138432387	4.5	4.0520594442174664e-162
0.1	0.1	2	2	1	0	3.0	0.4027022850505293	4.5	1.167444752515838e-167
0.1	0.1	2	2	2	1	0.01	0.44428296073052154	5.5	412.7167669943452
0.1	0.1	2	2	2	1	0.10966666666666666	-0.49301561371823305	5.5	0.0011890842929030822
0.1	0.1	2	2	2	1	0.20933333333333334	-0.48835720247378483	5.5	3.4258880876729453e-09
0.1	0.1	2	2	2	1	0.309	-0.48189688147481896	5.5	9.870376103114547e-15
0.1	0.1	2	2	2	1	0.4086666666666667	-0.47475949832343983	5.5	2.843768445545179e-20
0.1	0.1	2	2	2	1	0.5083333333333333	-0.4668740989379499	5.5	8.193222717548406e-26
0.1	0.1	2	2	2	1	0.608	-0.4581622892802905	5.5	2.360561339110084e-31
0.1	0.1	2	2	2	1	0.7076666666666667	-0.448537459414229	5.5	6.801047680256997e-37
0.1	0.1	2	2	2	1	0.8073333333333333	-0.43790392245796833	5.5	1.959459759963985e-42
0.1	0.1	2	2	2	1	0.907	-0.4261559632967505	5.5	5.645428074359616e-48
0.1	0.1	2	2	2	1	1.0066666666666666	-0.413176787598077	5.5	1.6265125109460758e-53
0.1	0.1	2	2	2	1	1.1063333333333334	-0.39883736068100467	5.5	4.6861689023717265e-59
0.1	0.1	2	2	2	1	1.206	-0.3829951246959356	5.5	1.3501389527451666e-64
0.1	0.1	2	2	2	1	1.3056666666666668	-0.3654925813615288	5.5	3.8899050155814575e-70
0.1	0.1	2	2	2	1	1.4053333333333333	-0.3461557261687703	5.5	1.1207262037348383e-75
0.1	0.1	2	2	2	1	1.5050000000000001	-0.3247923184855757	5.5	3.2289406006231686e-81
0.1	0.1	2	2	2	1	1.6046666666666667	-0.30118997036387646	5.5	9.302947827585364e-87
0.1	0.1	2	2	2	1	1.7043333333333333	-0.2751140350487395	5.5	2.6802858580325858e-92
0.1	0.1	2	2	2	1	1.804	-0.24630527419777665	5.5	7.722210651840131e-98
0.1	0.1	2	2	2	1	1.9036666666666666	-0.21447728061910737	5.5	2.2248573663395384e-103
0.1	0.1	2	2	2	1	2.0033333333333334	-0.179313630905588	5.5	6.410068986366785e-109
