G_theta	G_k	epsilon	mia	obj	delta
1.5142857142857145	10.0	3.0	0.38008517265285446	2.3883818324710243e-09	2.2426946985266975e-197
1.716326530612245	10.0	0.01	0.001005016708416795	7.32359546394248e-10	1.0471364157601675e-31
1.716326530612245	10.0	0.7575000000000001	0.1132937206493817	7.32359546394248e-10	2.9289181453766156e-73
1.716326530612245	10.0	1.5050000000000001	0.31119308246722027	7.32359546394248e-10	8.192401078983387e-115
1.716326530612245	10.0	2.2525	0.3579455777605077	7.32359546394248e-10	2.2914752856740597e-156
1.716326530612245	10.0	3.0	0.38008517265285446	7.32359546394248e-10	6.409426167287823e-198
1.9183673469387756	10.0	0.01	0.001005016708416795	2.544062682859492e-10	3.44081574084688e-32
1.9183673469387756	10.0	0.7575000000000001	0.1132937206493817	2.544062682859492e-10	9.62421658399483e-74
1.9183673469387756	10.0	1.5050000000000001	0.31119308246722027	2.544062682859492e-10	2.691964691862384e-115
1.9183673469387756	10.0	2.2525	0.3579455777605077	2.544062682859492e-10	7.529624711777002e-157
1.9183673469387756	10.0	3.0	0.38008517265285446	2.544062682859492e-10	2.1060918247398313e-198
2.1204081632653065	10.0	0.01	0.001005016708416795	9.776532237943735e-11	1.264054970395275e-32
2.1204081632653065	10.0	0.7575000000000001	0.1132937206493817	9.776532237943735e-11	3.535655415876716e-74
2.1204081632653065	10.0	1.5050000000000001	0.31119308246722027	9.776532237943735e-11	9.889490182463713e-116
2.1204081632653065	10.0	2.2525	0.3579455777605077	9.776532237943735e-11	2.766163682973057e-157
2.1204081632653065	10.0	3.0	0.38008517265285446	9.776532237943735e-11	7.737164787894473e-199
2.322448979591837	10.0	0.01	0.001005016708416795	4.0837473457476186e-11	5.087257678971513e-33
2.322448979591837	10.0	0.7575000000000001	0.1132937206493817	4.0837473457476186e-11	1.4229436682640277e-74
2.322448979591837	10.0	1.5050000000000001	0.31119308246722027	4.0837473457476186e-11	3.9800788771172167e-116
2.322448979591837	10.0	2.2525	0.3579455777605077	4.0837473457476186e-11	1.1132575534350202e-157
2.322448979591837	10.0	3.0	0.38008517265285446	4.0837473457476186e-11	3.1138638668836046e-199
2.5244897959183676	10.0	0.01	0.001005016708416795	1.8295578266245368e-11	2.2090057410407694e-33
2.5244897959183676	10.0	0.7575000000000001	0.1132937206493817	1.8295578266245368e-11	6.178752740137053e-75
2.5244897959183676	10.0	1.5050000000000001	0.31119308246722027	1.8295578266245368e-11	1.7282429246092874e-116
2.5244897959183676	10.0	2.2525	0.3579455777605077	1.8295578266245368e-11	4.834023519115713e-158
2.5244897959183676	10.0	3.0	0.38008517265285446	1.8295578266245368e-11	1.3521121973431722e-199
2.7265306122448982	10.0	0.01	0.001005016708416795	8.700280753347261e-12	1.0228659148403507e-33
2.7265306122448982	10.0	0.7575000000000001	0.1132937206493817	8.700280753347261e-12	2.8610317559134207e-75
2.7265306122448982	10.0	1.5050000000000001	0.31119308246722027	8.700280753347261e-12	8.002517817423324e-117
2.7265306122448982	10.0	2.2525	0.3579455777605077	8.700280753347261e-12	2.2383635304226845e-158
2.7265306122448982	10.0	3.0	0.38008517265285446	8.700280753347261e-12	6.260868652385615e-200
2.928571428571429	10.0	0.01	0.001005016708416795	4.3555339953982905e-12	5.004437395430629e-34
2.928571428571429	10.0	0.7575000000000001	0.1132937206493817	4.3555339953982905e-12	1.3997782212776158e-75
2.928571428571429	10.0	1.5050000000000001	0.31119308246722027	4.3555339953982905e-12	3.91528340538777e-117
2.928571428571429	10.0	2.2525	0.3579455777605077	4.3555339953982905e-12	1.095133779872223e-158
2.928571428571429	10.0	3.0	0.38008517265285446	4.3555339953982905e-12	3.063170329296696e-200
3.1306122448979594	10.0	0.01	0.001005016708416795	2.2802638882128722e-12	2.568105627619721e-34
3.1306122448979594	10.0	0.7575000000000001	0.1132937206493817	2.2802638882128722e-12	7.183181731406773e-76
3.1306122448979594	10.0	1.5050000000000001	0.31119308246722027	2.2802638882128722e-12	2.0091891560644378e-117
3.1306122448979594	10.0	2.2525	0.3579455777605077	2.2802638882128722e-12	5.619850945990993e-159
3.1306122448979594	10.0	3.0	0.38008517265285446	2.2802638882128722e-12	1.5719139514477532e-200
3.33265306122449	10.0	0.01	0.001005016708416795	1.2416641963931524e-12	1.3740351086941493e-34
3.33265306122449	10.0	0.7575000000000001	0.1132937206493817	1.2416641963931524e-12	3.84327801198398e-76
3.33265306122449	10.0	1.5050000000000001	0.31119308246722027	1.2416641963931524e-12	1.0749933377930606e-117
3.33265306122449	10.0	2.2525	0.3579455777605077	1.2416641963931524e-12	3.006836020439179e-159
3.33265306122449	10.0	3.0	0.38008517265285446	1.2416641963931524e-12	8.41034314907581e-201
3.5346938775510206	10.0	0.01	0.001005016708416795	7.000732102568199e-13	7.6273699676032e-35
3.5346938775510206	10.0	0.7575000000000001	0.1132937206493817	7.000732102568199e-13	2.1334318970652935e-76
3.5346938775510206	10.0	1.5050000000000001	0.31119308246722027	7.000732102568199e-13	5.96736709868291e-118
3.5346938775510206	10.0	2.2525	0.3579455777605077	7.000732102568199e-13	1.6691167943737016e-159
3.5346938775510206	10.0	3.0	0.38008517265285446	7.000732102568199e-13	4.668643351730856e-201
3.736734693877551	10.0	0.01	0.001005016708416795	4.07160255618301e-13	4.3748678058511936e-35
3.736734693877551	10.0	0.7575000000000001	0.1132937206493817	4.07160255618301e-13	1.2236829421006718e-76
3.736734693877551	10.0	1.5050000000000001	0.31119308246722027	4.07160255618301e-13	3.4227318612586414e-118
3.736734693877551	10.0	2.2525	0.3579455777605077	4.07160255618301e-13	9.573634632810993e-160
3.736734693877551	10.0	3.0	0.38008517265285446	4.07160255618301e-13	2.6778165453153316e-201
3.938775510204082	10.0	0.01	0.001005016708416795	2.43491930061046e-13	2.583869311174437e-35
3.938775510204082	10.0	0.7575000000000001	0.1132937206493817	2.43491930061046e-13	7.227273922363445e-77
3.938775510204082	10.0	1.5050000000000001	0.31119308246722027	2.43491930061046e-13	2.021522068588472e-118
3.938775510204082	10.0	2.2525	0.3579455777605077	2.43491930061046e-13	5.654347016161974e-160
3.938775510204082	10.0	3.0	0.38008517265285446	2.43491930061046e-13	1.5815627578829261e-201
4.140816326530612	10.0	0.01	0.001005016708416795	1.4932025075351623e-13	1.5668192599820268e-35
4.140816326530612	10.0	0.7575000000000001	0.1132937206493817	1.4932025075351623e-13	4.382509568015942e-77
4.140816326530612	10.0	1.5050000000000001	0.31119308246722027	1.4932025075351623e-13	1.2258203996019217e-118
4.140816326530612	10.0	2.2525	0.3579455777605077	1.4932025075351623e-13	3.4287104882707116e-160
4.140816326530612	10.0	3.0	0.38008517265285446	1.4932025075351623e-13	9.59035729556681e-202
4.3428571428571425	10.0	0.01	0.001005016708416795	9.368081731999122e-14	9.730144396746562e-36
4.3428571428571425	10.0	0.7575000000000001	0.1132937206493817	9.368081731999122e-14	2.721593485990699e-77
4.3428571428571425	10.0	1.5050000000000001	0.31119308246722027	9.368081731999122e-14	7.612498644381671e-119
4.3428571428571425	10.0	2.2525	0.3579455777605077	9.368081731999122e-14	2.1292722777671328e-160
4.3428571428571425	10.0	3.0	0.38008517265285446	9.368081731999122e-14	5.955732335287183e-202
4.544897959183674	10.0	0.01	0.001005016708416795	6.000661624966168e-14	6.174898965163729e-36
4.544897959183674	10.0	0.7575000000000001	0.1132937206493817	6.000661624966168e-14	1.7271649951936761e-77
4.544897959183674	10.0	1.5050000000000001	0.31119308246722027	6.000661624966168e-14	4.831008470667923e-119
4.544897959183674	10.0	2.2525	0.3579455777605077	6.000661624966168e-14	1.3512688659514822e-160
4.544897959183674	10.0	3.0	0.38008517265285446	6.000661624966168e-14	3.779599144104495e-202
4.746938775510204	10.0	0.01	0.001005016708416795	3.917377820889109e-14	3.9969777926825384e-36
4.746938775510204	10.0	0.7575000000000001	0.1132937206493817	3.917377820889109e-14	1.1179843053358881e-77
4.746938775510204	10.0	1.5050000000000001	0.31119308246722027	3.917377820889109e-14	3.12708494219203e-119
4.746938775510204	10.0	2.2525	0.3579455777605077	3.917377820889109e-14	8.746688293398024e-161
4.746938775510204	10.0	3.0	0.38008517265285446	3.917377820889109e-14	2.446513526691658e-202
4.948979591836735	10.0	0.01	0.001005016708416795	2.6023471999871156e-14	2.6345624155255456e-36
4.948979591836735	10.0	0.7575000000000001	0.1132937206493817	2.6023471999871156e-14	7.369066291480659e-78
4.948979591836735	10.0	1.5050000000000001	0.31119308246722027	2.6023471999871156e-14	2.0611824448806347e-119
4.948979591836735	10.0	2.2525	0.3579455777605077	2.6023471999871156e-14	5.765280027397431e-161
4.948979591836735	10.0	3.0	0.38008517265285446	2.6023471999871156e-14	1.6125915431145933e-202
5.151020408163265	10.0	0.01	0.001005016708416795	1.75676440904961e-14	1.7657521109109166e-36
5.151020408163265	10.0	0.7575000000000001	0.1132937206493817	1.75676440904961e-14	4.938939492548947e-78
5.151020408163265	10.0	1.5050000000000001	0.31119308246722027	1.75676440904961e-14	1.3814579725165974e-119
5.151020408163265	10.0	2.2525	0.3579455777605077	1.75676440904961e-14	3.8640403121134545e-161
5.151020408163265	10.0	3.0	0.38008517265285446	1.75676440904961e-14	1.0808007069833326e-202
5.353061224489796	10.0	0.01	0.001005016708416795	1.2036848973216744e-14	1.2018156672866876e-36
5.353061224489796	10.0	0.7575000000000001	0.1132937206493817	1.2036848973216744e-14	3.361567473287213e-78
5.353061224489796	10.0	1.5050000000000001	0.31119308246722027	1.2036848973216744e-14	9.402553307508863e-120
5.353061224489796	10.0	2.2525	0.3579455777605077	1.2036848973216744e-14	2.6299638309533427e-161
5.353061224489796	10.0	3.0	0.38008517265285446	1.2036848973216744e-14	7.356203709687144e-203
5.555102040816326	10.0	0.01	0.001005016708416795	8.361673738915788e-15	8.297309141545737e-37
5.555102040816326	10.0	0.7575000000000001	0.1132937206493817	8.361673738915788e-15	2.3208188481183197e-78
5.555102040816326	10.0	1.5050000000000001	0.31119308246722027	8.361673738915788e-15	6.491502285737031e-120
5.555102040816326	10.0	2.2525	0.3579455777605077	8.361673738915788e-15	1.815721289918804e-161
5.555102040816326	10.0	3.0	0.38008517265285446	8.361673738915788e-15	5.0787069888397994e-203
5.757142857142857	10.0	0.01	0.001005016708416795	5.883481445563102e-15	5.8047764163337084e-37
5.757142857142857	10.0	0.7575000000000001	0.1132937206493817	5.883481445563102e-15	1.623638975759588e-78
5.757142857142857	10.0	1.5050000000000001	0.31119308246722027	5.883481445563102e-15	4.5414385232611464e-120
5.757142857142857	10.0	2.2525	0.3579455777605077	5.883481445563102e-15	1.2702740060125307e-161
5.757142857142857	10.0	3.0	0.38008517265285446	5.883481445563102e-15	3.553050519315033e-203
5.959183673469387	10.0	0.01	0.001005016708416795	4.189466962118908e-15	4.11136344173231e-37
5.959183673469387	10.0	0.7575000000000001	0.1132937206493817	4.189466962118908e-15	1.1499788189474865e-78
5.959183673469387	10.0	1.5050000000000001	0.31119308246722027	4.189466962118908e-15	3.216575967486549e-120
5.959183673469387	10.0	2.2525	0.3579455777605077	4.189466962118908e-15	8.997001322234095e-162
5.959183673469387	10.0	3.0	0.38008517265285446	4.189466962118908e-15	2.51652793562136e-203
6.161224489795918	10.0	0.01	0.001005016708416795	3.016657431019042e-15	2.945651833180283e-37
6.161224489795918	10.0	0.7575000000000001	0.1132937206493817	3.016657431019042e-15	8.239206443699549e-79
6.161224489795918	10.0	1.5050000000000001	0.31119308246722027	3.016657431019042e-15	2.304567093002584e-120
6.161224489795918	10.0	2.2525	0.3579455777605077	3.016657431019042e-15	6.446044922459347e-162
6.161224489795918	10.0	3.0	0.38008517265285446	3.016657431019042e-15	1.8030065285810143e-203
6.3632653061224485	10.0	0.01	0.001005016708416795	2.194967788669189e-15	2.133289099703451e-37
6.3632653061224485	10.0	0.7575000000000001	0.1132937206493817	2.194967788669189e-15	5.966967683880783e-79
6.3632653061224485	10.0	1.5050000000000001	0.31119308246722027	2.194967788669189e-15	1.669005075093971e-120
6.3632653061224485	10.0	2.2525	0.3579455777605077	2.194967788669189e-15	4.668330864627298e-162
6.3632653061224485	10.0	3.0	0.38008517265285446	2.194967788669189e-15	1.305766734136792e-203
6.5653061224489795	10.0	0.01	0.001005016708416795	1.612819573136573e-15	1.5606251512353338e-37
6.5653061224489795	10.0	0.7575000000000001	0.1132937206493817	1.612819573136573e-15	4.3651841868817283e-79
6.5653061224489795	10.0	1.5050000000000001	0.31119308246722027	1.612819573136573e-15	1.220974362121435e-120
6.5653061224489795	10.0	2.2525	0.3579455777605077	1.612819573136573e-15	3.4151557623569217e-162
6.5653061224489795	10.0	3.0	0.38008517265285446	1.612819573136573e-15	9.552443722811233e-204
6.7673469387755105	10.0	0.01	0.001005016708416795	1.1960366813887177e-15	1.1525571751224633e-37
6.7673469387755105	10.0	0.7575000000000001	0.1132937206493817	1.1960366813887177e-15	3.22378782075832e-79
6.7673469387755105	10.0	1.5050000000000001	0.31119308246722027	1.1960366813887177e-15	9.017173410217634e-121
6.7673469387755105	10.0	2.2525	0.3579455777605077	1.1960366813887177e-15	2.5221702181012153e-162
6.7673469387755105	10.0	3.0	0.38008517265285446	1.1960366813887177e-15	7.054696987271133e-204
6.969387755102041	10.0	0.01	0.001005016708416795	8.946888874357654e-16	8.588141551685509e-38
6.969387755102041	10.0	0.7575000000000001	0.1132937206493817	8.946888874357654e-16	2.402166828238332e-79
6.969387755102041	10.0	1.5050000000000001	0.31119308246722027	8.946888874357654e-16	6.719038613838722e-121
6.969387755102041	10.0	2.2525	0.3579455777605077	8.946888874357654e-16	1.8793648868826755e-162
6.969387755102041	10.0	3.0	0.38008517265285446	8.946888874357654e-16	5.256722845397702e-204
7.171428571428572	10.0	0.01	0.001005016708416795	6.747700795750855e-16	6.453381820599948e-38
7.171428571428572	10.0	0.7575000000000001	0.1132937206493817	6.747700795750855e-16	1.805058713355607e-79
7.171428571428572	10.0	1.5050000000000001	0.31119308246722027	6.747700795750855e-16	5.048882972119165e-121
7.171428571428572	10.0	2.2525	0.3579455777605077	6.747700795750855e-16	1.412209978409405e-162
7.171428571428572	10.0	3.0	0.38008517265285446	6.747700795750855e-16	3.950055951251128e-204
7.373469387755102	10.0	0.01	0.001005016708416795	5.128622281037019e-16	4.887919572327951e-38
7.373469387755102	10.0	0.7575000000000001	0.1132937206493817	5.128622281037019e-16	1.367187322784504e-79
7.373469387755102	10.0	1.5050000000000001	0.31119308246722027	5.128622281037019e-16	3.8241242473889465e-121
7.373469387755102	10.0	2.2525	0.3579455777605077	5.128622281037019e-16	1.069635887910665e-162
7.373469387755102	10.0	3.0	0.38008517265285446	5.128622281037019e-16	2.991850836142745e-204
7.575510204081633	10.0	0.01	0.001005016708416795	3.9266957896649894e-16	3.730119922971751e-38
7.575510204081633	10.0	0.7575000000000001	0.1132937206493817	3.9266957896649894e-16	1.0433421818198958e-79
7.575510204081633	10.0	1.5050000000000001	0.31119308246722027	3.9266957896649894e-16	2.9183053919014047e-121
7.575510204081633	10.0	2.2525	0.3579455777605077	3.9266957896649894e-16	8.162716421131632e-163
7.575510204081633	10.0	3.0	0.38008517265285446	3.9266957896649894e-16	2.283172266916166e-204
7.777551020408163	10.0	0.01	0.001005016708416795	3.0274010979315066e-16	2.866895407776482e-38
7.777551020408163	10.0	0.7575000000000001	0.1132937206493817	3.0274010979315066e-16	8.018918886168072e-80
7.777551020408163	10.0	1.5050000000000001	0.31119308246722027	3.0274010979315066e-16	2.242951030878887e-121
7.777551020408163	10.0	2.2525	0.3579455777605077	3.0274010979315066e-16	6.273700231085264e-163
7.777551020408163	10.0	3.0	0.38008517265285446	3.0274010979315066e-16	1.7548004413674862e-204
7.979591836734694	10.0	0.01	0.001005016708416795	2.3495026530293004e-16	2.2183633831954225e-38
7.979591836734694	10.0	0.7575000000000001	0.1132937206493817	2.3495026530293004e-16	6.204926758624231e-80
7.979591836734694	10.0	1.5050000000000001	0.31119308246722027	2.3495026530293004e-16	1.7355639915238957e-121
7.979591836734694	10.0	2.2525	0.3579455777605077	2.3495026530293004e-16	4.8545010857504856e-163
7.979591836734694	10.0	3.0	0.38008517265285446	2.3495026530293004e-16	1.3578399244652407e-204
8.181632653061225	10.0	0.01	0.001005016708416795	1.8348629213629543e-16	1.7275820344209732e-38
8.181632653061225	10.0	0.7575000000000001	0.1132937206493817	1.8348629213629543e-16	4.832174960288153e-80
8.181632653061225	10.0	1.5050000000000001	0.31119308246722027	1.8348629213629543e-16	1.3515951417416907e-121
8.181632653061225	10.0	2.2525	0.3579455777605077	1.8348629213629543e-16	3.780511761666239e-163
8.181632653061225	10.0	3.0	0.38008517265285446	1.8348629213629543e-16	1.0574371524951377e-204
8.383673469387755	10.0	0.01	0.001005016708416795	1.4415234227632427e-16	1.3536111467817495e-38
8.383673469387755	10.0	0.7575000000000001	0.1132937206493817	1.4415234227632427e-16	3.7861506771445884e-80
8.383673469387755	10.0	1.5050000000000001	0.31119308246722027	1.4415234227632427e-16	1.0590143989375503e-121
8.383673469387755	10.0	2.2525	0.3579455777605077	1.4415234227632427e-16	2.9621417444562404e-163
8.383673469387755	10.0	3.0	0.38008517265285446	1.4415234227632427e-16	8.285329947403932e-205
8.585714285714285	10.0	0.01	0.001005016708416795	1.138959129627842e-16	1.066773521513501e-38
8.585714285714285	10.0	0.7575000000000001	0.1132937206493817	1.138959129627842e-16	2.9838445852348078e-80
8.585714285714285	10.0	1.5050000000000001	0.31119308246722027	1.138959129627842e-16	8.34603440119462e-122
8.585714285714285	10.0	2.2525	0.3579455777605077	1.138959129627842e-16	2.3344476642856562e-163
8.585714285714285	10.0	3.0	0.38008517265285446	1.138959129627842e-16	6.529623094422429e-205
8.787755102040816	10.0	0.01	0.001005016708416795	9.047931903149544e-17	8.45388260017994e-39
8.787755102040816	10.0	0.7575000000000001	0.1132937206493817	9.047931903149544e-17	2.36461360467305e-80
8.787755102040816	10.0	1.5050000000000001	0.31119308246722027	9.047931903149544e-17	6.613999464915519e-122
8.787755102040816	10.0	2.2525	0.3579455777605077	9.047931903149544e-17	1.849984658611964e-163
8.787755102040816	10.0	3.0	0.38008517265285446	9.047931903149544e-17	5.1745441699147986e-205
8.989795918367347	10.0	0.01	0.001005016708416795	7.225024241271116e-17	6.734982938117414e-39
8.989795918367347	10.0	0.7575000000000001	0.1132937206493817	7.225024241271116e-17	1.883824632527347e-80
8.989795918367347	10.0	1.5050000000000001	0.31119308246722027	7.225024241271116e-17	5.269197084423e-122
8.989795918367347	10.0	2.2525	0.3579455777605077	7.225024241271116e-17	1.473833468099699e-163
8.989795918367347	10.0	3.0	0.38008517265285446	7.225024241271116e-17	4.122421418079349e-205
9.191836734693878	10.0	0.01	0.001005016708416795	5.798012451529759e-17	5.392758928582752e-39
9.191836734693878	10.0	0.7575000000000001	0.1132937206493817	5.798012451529759e-17	1.5083946314770916e-80
9.191836734693878	10.0	1.5050000000000001	0.31119308246722027	5.798012451529759e-17	4.219091552951781e-122
9.191836734693878	10.0	2.2525	0.3579455777605077	5.798012451529759e-17	1.180111169897081e-163
9.191836734693878	10.0	3.0	0.38008517265285446	5.798012451529759e-17	3.3008583858331214e-205
9.393877551020408	10.0	0.01	0.001005016708416795	4.674942426234265e-17	4.3389466359508566e-39
9.393877551020408	10.0	0.7575000000000001	0.1132937206493817	4.674942426234265e-17	1.213635524711613e-80
9.393877551020408	10.0	1.5050000000000001	0.31119308246722027	4.674942426234265e-17	3.394628490330009e-122
9.393877551020408	10.0	2.2525	0.3579455777605077	4.674942426234265e-17	9.49502742192644e-164
9.393877551020408	10.0	3.0	0.38008517265285446	4.674942426234265e-17	2.655829525968549e-205
9.595918367346938	10.0	0.01	0.001005016708416795	3.786552366771707e-17	3.5072528402322155e-39
9.595918367346938	10.0	0.7575000000000001	0.1132937206493817	3.786552366771707e-17	9.810046073817927e-81
9.595918367346938	10.0	1.5050000000000001	0.31119308246722027	3.786552366771707e-17	2.743942577121299e-122
9.595918367346938	10.0	2.2525	0.3579455777605077	3.786552366771707e-17	7.675010708292682e-164
9.595918367346938	10.0	3.0	0.38008517265285446	3.786552366771707e-17	2.146757365243507e-205
9.79795918367347	10.0	0.01	0.001005016708416795	3.0803559468343633e-17	2.8475775498398213e-39
9.79795918367347	10.0	0.7575000000000001	0.1132937206493817	3.0803559468343633e-17	7.964885406108515e-81
9.79795918367347	10.0	1.5050000000000001	0.31119308246722027	3.0803559468343633e-17	2.227837466130077e-122
9.79795918367347	10.0	2.2525	0.3579455777605077	3.0803559468343633e-17	6.231426470601079e-164
9.79795918367347	10.0	3.0	0.38008517265285446	3.0803559468343633e-17	1.7429761573209313e-205
10.0	10.0	0.01	0.001005016708416795	2.5163478067703154e-17	2.3218338858508648e-39
10.0	10.0	0.7575000000000001	0.1132937206493817	2.5163478067703154e-17	6.49434142148729e-81
10.0	10.0	1.5050000000000001	0.31119308246722027	2.5163478067703154e-17	1.8165154172254173e-122
10.0	10.0	2.2525	0.3579455777605077	2.5163478067703154e-17	5.080928221759476e-164
10.0	10.0	3.0	0.38008517265285446	2.5163478067703154e-17	1.4211732721819413e-205
