a1	a4	G_theta	G_k	U_b	U_a	epsilon	mia	obj	delta
0.1	0.1	1	2	1	0	0.01	-0.16811759854804925	2.5	0.4497050540793987
0.1	0.1	1	2	1	0	0.10966666666666666	-0.4942034023593502	2.5	1.295651785943241e-06
0.1	0.1	1	2	1	0	0.20933333333333334	-0.48835720589594006	2.5	3.732921245135744e-12
0.1	0.1	1	2	1	0	0.309	-0.48189688147482884	2.5	1.0754973808214499e-17
0.1	0.1	1	2	1	0	0.4086666666666667	-0.47475949832343983	2.5	3.09863117969886e-23
0.1	0.1	1	2	1	0	0.5083333333333333	-0.4668740989379499	2.5	8.927511455647164e-29
0.1	0.1	1	2	1	0	0.608	-0.4581622892802905	2.5	2.572118337699566e-34
0.1	0.1	1	2	1	0	0.7076666666666667	-0.448537459414229	2.5	7.410567632422932e-40
0.1	0.1	1	2	1	0	0.8073333333333333	-0.43790392245796833	2.5	2.1350694417827712e-45
0.1	0.1	1	2	1	0	0.907	-0.4261559632967505	2.5	6.151379688230652e-51
0.1	0.1	1	2	1	0	1.0066666666666666	-0.413176787598077	2.5	1.7722829678636065e-56
0.1	0.1	1	2	1	0	1.1063333333333334	-0.39883736068100467	2.5	5.106150290460845e-62
0.1	0.1	1	2	1	0	1.206	-0.3829951246959356	2.5	1.4711404026075737e-67
0.1	0.1	1	2	1	0	1.3056666666666668	-0.3654925813615288	2.5	4.238524056425652e-73
0.1	0.1	1	2	1	0	1.4053333333333333	-0.3461557261687703	2.5	1.2211673437189706e-78
0.1	0.1	1	2	1	0	1.5050000000000001	-0.3247923184855757	2.5	3.518323033002141e-84
0.1	0.1	1	2	1	0	1.6046666666666667	-0.30118997036387646	2.5	1.0136691771379736e-89
0.1	0.1	1	2	1	0	1.7043333333333333	-0.2751140350487395	2.5	2.920497040895082e-95
0.1	0.1	1	2	1	0	1.804	-0.24630527419777665	2.5	8.414286591961492e-101
0.1	0.1	1	2	1	0	1.9036666666666666	-0.21447728061910737	2.5	2.424252374176893e-106
0.1	0.1	1	2	1	0	2.0033333333333334	-0.179313630905588	2.5	6.984548849710768e-112
0.1	0.1	1	2	1	0	2.1029999999999998	-0.14046473965773493	2.5	2.0123285493559133e-117
0.1	0.1	1	2	1	0	2.2026666666666666	-0.09754438402106541	2.5	5.797749114060844e-123
0.1	0.1	1	2	1	0	2.3023333333333333	-0.05012586398595403	2.5	1.6703979477084949e-128
0.1	0.1	1	2	1	0	2.4019999999999997	0.0022622397230282476	2.5	4.812607873876393e-134
0.1	0.1	1	2	1	0	2.5016666666666665	0.06014075234195676	2.5	1.3865674691153092e-139
0.1	0.1	1	2	1	0	2.6013333333333333	0.12408508294014747	2.5	3.994859745055998e-145
0.1	0.1	1	2	1	0	2.7009999999999996	0.19473094494720705	2.5	1.1509648638195921e-150
0.1	0.1	1	2	1	0	2.8006666666666664	0.2727806762061305	2.5	3.3160616449341895e-156
0.1	0.1	1	2	1	0	2.900333333333333	0.35901022138432387	2.5	9.553953538174428e-162
