a1	a4	G_theta	G_k	U_b	U_a	epsilon	mia	obj	delta
0.1	0.1	1	2	1	0	0.01	-0.04141596726650787	2.5	4.469777547914909
0.1	0.1	1	2	1	0	0.10966666666666666	-0.494191820069894	2.5	1.2877941242133483e-05
0.1	0.1	1	2	1	0	0.20933333333333334	-0.4883572058625701	2.5	3.710282421397111e-11
0.1	0.1	1	2	1	0	0.309	-0.48189688147482873	2.5	1.068974876317097e-16
0.1	0.1	1	2	1	0	0.4086666666666667	-0.47475949832343983	2.5	3.0798390969031975e-22
0.1	0.1	1	2	1	0	0.5083333333333333	-0.4668740989379499	2.5	8.873369312002288e-28
0.1	0.1	1	2	1	0	0.608	-0.4581622892802905	2.5	2.5565193657796528e-33
0.1	0.1	1	2	1	0	0.7076666666666667	-0.448537459414229	2.5	7.365625207063074e-39
0.1	0.1	1	2	1	0	0.8073333333333333	-0.43790392245796833	2.5	2.1221210141069193e-44
0.1	0.1	1	2	1	0	0.907	-0.4261559632967505	2.5	6.114073784525127e-50
0.1	0.1	1	2	1	0	1.0066666666666666	-0.413176787598077	2.5	1.7615347095721525e-55
0.1	0.1	1	2	1	0	1.1063333333333334	-0.39883736068100467	2.5	5.075183326837077e-61
0.1	0.1	1	2	1	0	1.206	-0.3829951246959356	2.5	1.4622184655823136e-66
0.1	0.1	1	2	1	0	1.3056666666666668	-0.3654925813615288	2.5	4.212818933621295e-72
0.1	0.1	1	2	1	0	1.4053333333333333	-0.3461557261687703	2.5	1.2137614033215391e-77
0.1	0.1	1	2	1	0	1.5050000000000001	-0.3247923184855757	2.5	3.496985670178492e-83
0.1	0.1	1	2	1	0	1.6046666666666667	-0.30118997036387646	2.5	1.007521638434773e-88
0.1	0.1	1	2	1	0	1.7043333333333333	-0.2751140350487395	2.5	2.9027852775344e-94
0.1	0.1	1	2	1	0	1.804	-0.24630527419777665	2.5	8.363256972386836e-100
0.1	0.1	1	2	1	0	1.9036666666666666	-0.21447728061910737	2.5	2.4095501561034812e-105
0.1	0.1	1	2	1	0	2.0033333333333334	-0.179313630905588	2.5	6.94219007492862e-111
0.1	0.1	1	2	1	0	2.1029999999999998	-0.14046473965773493	2.5	2.0001245010137243e-116
0.1	0.1	1	2	1	0	2.2026666666666666	-0.09754438402106541	2.5	5.762587852503168e-122
0.1	0.1	1	2	1	0	2.3023333333333333	-0.05012586398595403	2.5	1.6602675853921363e-127
0.1	0.1	1	2	1	0	2.4019999999999997	0.0022622397230282476	2.5	4.783421139352558e-133
0.1	0.1	1	2	1	0	2.5016666666666665	0.06014075234195676	2.5	1.3781584364907878e-138
0.1	0.1	1	2	1	0	2.6013333333333333	0.12408508294014747	2.5	3.9706323585964003e-144
0.1	0.1	1	2	1	0	2.7009999999999996	0.19473094494720705	2.5	1.1439846761943105e-149
0.1	0.1	1	2	1	0	2.8006666666666664	0.2727806762061305	2.5	3.295950924627901e-155
0.1	0.1	1	2	1	0	2.900333333333333	0.35901022138432387	2.5	9.496012248778008e-161
0.1	0.1	1	2	1	0	3.0	0.4027022850505293	2.5	2.7359099298216117e-166
0.1	0.1	1	2	2	1	0.01	0.45	3.5	125155.87195056169
0.1	0.1	1	2	2	1	0.10966666666666666	-0.3508802656203623	3.5	0.3605884068747836
0.1	0.1	1	2	2	1	0.20933333333333334	-0.48835616700315815	3.5	1.0388965147704419e-06
0.1	0.1	1	2	2	1	0.309	-0.4818968814718357	3.5	2.9931798910467246e-12
0.1	0.1	1	2	2	1	0.4086666666666667	-0.47475949832343983	3.5	8.623694210915774e-18
0.1	0.1	1	2	2	1	0.5083333333333333	-0.4668740989379499	3.5	2.4845851084939638e-23
0.1	0.1	1	2	2	1	0.608	-0.4581622892802905	3.5	7.158374369926056e-29
0.1	0.1	1	2	2	1	0.7076666666666667	-0.448537459414229	3.5	2.062409673342802e-34
0.1	0.1	1	2	2	1	0.8073333333333333	-0.43790392245796833	3.5	5.942038570332415e-40
0.1	0.1	1	2	2	1	0.907	-0.4261559632967505	3.5	1.7119693932627048e-45
0.1	0.1	1	2	2	1	1.0066666666666666	-0.413176787598077	3.5	4.932379971583313e-51
0.1	0.1	1	2	2	1	1.1063333333333334	-0.39883736068100467	3.5	1.42107518275836e-56
0.1	0.1	1	2	2	1	1.206	-0.3829951246959356	3.5	4.094280421797147e-62
0.1	0.1	1	2	2	1	1.3056666666666668	-0.3654925813615288	3.5	1.1796090999051208e-67
0.1	0.1	1	2	2	1	1.4053333333333333	-0.3461557261687703	3.5	3.398588971021757e-73
0.1	0.1	1	2	2	1	1.5050000000000001	-0.3247923184855757	3.5	9.791724220234846e-79
0.1	0.1	1	2	2	1	1.6046666666666667	-0.30118997036387646	3.5	2.8211079369304124e-84
0.1	0.1	1	2	2	1	1.7043333333333333	-0.2751140350487395	3.5	8.127935195892279e-90
0.1	0.1	1	2	2	1	1.804	-0.24630527419777665	3.5	2.3417512560864535e-95
0.1	0.1	1	2	2	1	1.9036666666666666	-0.21447728061910737	3.5	6.74685367589306e-101
0.1	0.1	1	2	2	1	2.0033333333333334	-0.179313630905588	3.5	1.9438458463766858e-106
0.1	0.1	1	2	2	1	2.1029999999999998	-0.14046473965773493	3.5	5.600442600344468e-112
0.1	0.1	1	2	2	1	2.2026666666666666	-0.09754438402106541	3.5	1.6135516804593577e-117
0.1	0.1	1	2	2	1	2.3023333333333333	-0.05012586398595403	3.5	4.6488272647470385e-123
0.1	0.1	1	2	2	1	2.4019999999999997	0.0022622397230282476	3.5	1.3393803991021916e-128
0.1	0.1	1	2	2	1	2.5016666666666665	0.06014075234195676	3.5	3.8589083898703633e-134
0.1	0.1	1	2	2	1	2.6013333333333333	0.12408508294014747	3.5	1.1117957207223336e-139
0.1	0.1	1	2	2	1	2.7009999999999996	0.19473094494720705	3.5	3.203210855850581e-145
0.1	0.1	1	2	2	1	2.8006666666666664	0.2727806762061305	3.5	9.228817484899245e-151
