Unnamed: 0,eps,distortion,clip,q,G_k,G_theta,tmia,mia,acc,T,version,machine
76,7.614023612442107,3.33301678615976e-05,5.0,0.001,45.10050251256281,3.33301678615976e-05,0.3998053855395704,0.0,0.0179,1000.0,v6,becat
77,7.709525479482599,3.33301678615976e-05,5.0,0.002,45.57788944723618,3.33301678615976e-05,0.3998212900633879,0.0040916179032535,0.2701,1000.0,v6,becat
78,7.805004807342001,3.33301678615976e-05,5.0,0.004,46.05527638190955,3.33301678615976e-05,0.3998370835221552,0.029461710149619,0.5293,1000.0,v6,becat
79,7.903033390338531,3.759423492678944e-05,5.0,0.005,41.28140703517588,3.759423492678944e-05,0.3998522431764219,0.0227394869694893,0.5165,1000.0,v6,becat
80,8.047259437346806,3.759423492678944e-05,5.0,0.001,42.23618090452261,3.759423492678944e-05,0.3998736756265995,0.0,0.0151,1000.0,v6,becat
81,8.137669063007715,3.759423492678944e-05,5.0,0.001,42.71356783919598,3.759423492678944e-05,0.399884587922333,0.0,0.0154,1000.0,v6,becat
82,8.228076985976132,3.759423492678944e-05,5.0,0.001,43.19095477386934,3.759423492678944e-05,0.3998945575810469,0.0,0.0119,1000.0,v6,becat
83,8.318482590125058,3.759423492678944e-05,5.0,0.001,43.66834170854271,3.759423492678944e-05,0.3999036659840431,0.0,0.0151,1000.0,v6,becat
84,8.408881910570726,3.759423492678944e-05,5.0,0.001,44.14572864321608,3.759423492678944e-05,0.3999119869969614,0.0,0.0181,1000.0,v6,becat
85,8.516290895965358,3.759423492678944e-05,5.0,0.002,44.62311557788945,3.759423492678944e-05,0.3999202117562636,0.0121261797978405,0.4678,1000.0,v6,becat
86,8.60673325089499,3.759423492678944e-05,5.0,0.002,45.10050251256281,3.759423492678944e-05,0.3999271107501979,-0.0037068619313265,0.3099,1000.0,v6,becat
87,8.707149668972047,3.759423492678944e-05,5.0,0.003,45.57788944723618,3.759423492678944e-05,0.3999339447341166,0.0171520588175656,0.1938,1000.0,v6,becat
88,8.804909239808524,3.759423492678944e-05,5.0,0.004,46.05527638190955,3.759423492678944e-05,0.3999400550632357,0.0316924467324897,0.5416,1000.0,v6,becat
89,8.901244134252883,3.759423492678944e-05,5.0,0.005,46.53266331658291,3.759423492678944e-05,0.3999455422543518,0.0334347760862374,0.5519,1000.0,v6,becat
0,,,0.1,,2.0598028764678,1e-05,,0.0207825391825284,0.42,500.0,v8,becat
0,,,0.1,,2.0598028764678,1e-05,,0.0046889894861314,0.0736,50.0,v8,becat
0,0.0660095718299721,1e-05,0.1,0.001,1.00001,1e-05,0.0069307295687363,0.006478966097709,0.2815,50.0,v7,239
1,0.1000389864397288,1e-05,1.2139244620058345,0.004,6.432160804020101,1e-05,0.0105229509424727,0.0128175037106143,0.3943,50.0,v7,239
2,0.2001488276333637,1e-05,0.447213595499958,0.004,39.84924623115578,1e-05,0.0221584550234188,0.0125212805536716,0.3792,50.0,v7,239
3,0.3000855833546632,1e-05,3.5,0.005,7.864321608040202,1e-05,0.0349974337964746,-0.0101513510563753,0.2321,50.0,v7,239
4,0.4007780142864268,1e-05,3.5,0.005,10.728643216080403,1e-05,0.0492985810191387,0.0045894523338072,0.4429,50.0,v7,239
5,0.50050922099679,1e-05,1.2139244620058345,0.004,39.37185929648241,1e-05,0.064956104798699,-0.0104544579038588,0.3656,50.0,v7,239
6,0.6003777277394395,1e-05,3.5,0.004,16.457286432160807,1e-05,0.0822807195210695,0.0141001243787816,0.4077,50.0,v7,239
7,0.7002244821788122,1e-05,5.0,0.002,13.592964824120603,1e-05,0.1014204809808398,0.0101483310518151,0.3801,50.0,v7,239
8,0.8001598940391164,1e-05,2.0,0.001,39.37185929648241,1e-05,0.1225896807671464,0.0198026272961797,0.4679,50.0,v7,239
9,0.9001535639551157,1e-05,3.5,0.003,25.05025125628141,1e-05,0.1459980846541241,0.0046889894861314,0.3592,50.0,v7,239
10,1.0008459948868789,1e-05,3.5,0.003,27.91457286432161,1e-05,0.1720582454008528,0.001998002662673,0.4248,50.0,v7,239
11,1.1015384258186427,1e-05,3.5,0.003,30.77889447236181,1e-05,0.2008791267405905,0.016463726030665,0.4528,50.0,v7,239
12,1.2022308567504052,1e-05,3.5,0.003,33.64321608040201,1e-05,0.2327531895781917,0.0095542128048117,0.3996,50.0,v7,239
13,1.3007191101444942,1e-05,5.0,0.002,25.52763819095477,1e-05,0.2671936245035789,-0.003907624831017,0.3026,50.0,v7,239
14,1.400041971483868,1e-05,5.0,0.003,27.43718592964824,1e-05,0.3013653543526749,0.0057832447557273,0.3743,50.0,v7,239
15,1.5002077169485055,1e-05,5.0,0.005,29.34673366834171,1e-05,0.3107664731817061,0.0017983819413793,0.2918,50.0,v7,239
16,1.601756859612594,1e-05,3.5,0.002,45.10050251256281,1e-05,0.319383149777479,0.0169554406494133,0.3906,50.0,v7,239
17,1.7035102797166777,1e-05,5.0,0.001,33.64321608040201,1e-05,0.3271826488052468,0.0067769842790236,0.3833,50.0,v7,239
18,1.8051345976356663,1e-05,5.0,0.002,35.552763819095475,1e-05,0.3342190719224168,0.0103462920541442,0.3496,50.0,v7,239
19,1.901213738110176,1e-05,5.0,0.002,37.462311557788944,1e-05,0.3402451231143568,0.0249852526939086,0.475,50.0,v7,239
20,2.0005365994495508,1e-05,5.0,0.003,39.37185929648241,1e-05,0.3458949272484842,0.0148886124937505,0.4115,50.0,v7,239
21,2.1007023449141875,1e-05,5.0,0.005,41.28140703517588,1e-05,0.3510518192802058,0.0012991557316201,0.4064,50.0,v7,239
22,2.207925767207851,1e-05,5.0,0.001,43.66834170854271,1e-05,0.3560286282593783,0.0028958031120254,0.3357,50.0,v7,239
23,2.30400490768236,1e-05,5.0,0.001,45.57788944723618,1e-05,0.3600567522891319,0.0263497753227819,0.4117,50.0,v7,239
24,2.4096029967815333,1.1279341611148864e-05,5.0,0.001,42.23618090452261,1.1279341611148864e-05,0.3640596165551355,0.017348638334613,0.4793,50.0,v7,239
25,2.50211491386773,1.1279341611148864e-05,5.0,0.004,43.66834170854271,1.1279341611148864e-05,0.3672353682519964,0.0070749136719619,0.3195,50.0,v7,239
26,2.6050283407496524,1.1279341611148864e-05,5.0,0.002,45.57788944723618,1.1279341611148864e-05,0.3704395828972299,0.0095542128048117,0.3317,50.0,v7,239
27,2.701322517483328,1.2722354718099426e-05,5.0,0.005,41.75879396984924,1.2722354718099426e-05,0.3731533235914963,0.0080673710777587,0.3304,50.0,v7,239
