a1	a3	a4	G_theta	G_k	E_lambda	U_b	U_a	epsilon	mia	obj	delta
0.1	0.1	0.2	0.5	1	0.1	1	0	1.3056666666666668	-0.3654925813615288	11.0	9.829871139949226e-67
0.1	0.1	0.2	0.5	1	0.1	1	0	1.4053333333333333	-0.3461557261687703	11.0	2.8320985015700184e-72
0.1	0.1	0.2	0.5	1	0.1	1	0	1.5050000000000001	-0.3247923184855757	11.0	8.15960027186719e-78
0.1	0.1	0.2	0.5	1	0.1	1	0	1.6046666666666667	-0.30118997036387646	11.0	2.3508743272787954e-83
0.1	0.1	0.2	0.5	1	0.1	1	0	1.7043333333333333	-0.2751140350487395	11.0	6.773138289277809e-89
0.1	0.1	0.2	0.5	1	0.1	1	0	1.804	-0.24630527419777665	11.0	1.9514187446498651e-94
0.1	0.1	0.2	0.5	1	0.1	1	0	1.9036666666666666	-0.21447728061910737	11.0	5.622260987937096e-100
0.1	0.1	0.2	0.5	1	0.1	1	0	2.0033333333333334	-0.179313630905588	11.0	1.6198378079098618e-105
0.1	0.1	0.2	0.5	1	0.1	1	0	2.1029999999999998	-0.14046473965773493	11.0	4.6669383181678296e-111
0.1	0.1	0.2	0.5	1	0.1	1	0	2.2026666666666666	-0.09754438402106541	11.0	1.3445984011007424e-116
0.1	0.1	0.2	0.5	1	0.1	1	0	2.3023333333333333	-0.05012586398595403	11.0	3.873942051482901e-122
0.1	0.1	0.2	0.5	1	0.1	1	0	2.4019999999999997	0.0022622397230282476	11.0	1.116127090881762e-127
0.1	0.1	0.2	0.5	1	0.1	1	0	2.5016666666666665	0.06014075234195676	11.0	3.2156900295482194e-133
0.1	0.1	0.2	0.5	1	0.1	1	0	2.6013333333333333	0.12408508294014747	11.0	9.264771414128569e-139
0.1	0.1	0.2	0.5	1	0.1	1	0	2.7009999999999996	0.19473094494720705	11.0	2.6692867959079406e-144
0.1	0.1	0.2	0.5	1	0.1	1	0	2.8006666666666664	0.2727806762061305	11.0	7.690521093636989e-150
0.1	0.1	0.2	0.5	1	0.1	1	0	2.900333333333333	0.35901022138432387	11.0	2.2157272415367405e-155
0.1	0.1	0.2	0.5	1	0.1	1	0	3.0	0.4027022850505293	11.0	6.3837640507221414e-161
0.1	0.1	0.2	0.5	1	0.1	2	1	0.01	0.45	12.0	1.3683578168799477e+17
0.1	0.1	0.2	0.5	1	0.1	2	1	0.10966666666666666	0.45	12.0	394239565058.76404
0.1	0.1	0.2	0.5	1	0.1	2	1	0.20933333333333334	0.45	12.0	1135849.3570937011
0.1	0.1	0.2	0.5	1	0.1	2	1	0.309	-0.42097094882322256	12.0	3.272512138191591
0.1	0.1	0.2	0.5	1	0.1	2	1	0.4086666666666667	-0.47475006984102025	12.0	9.428482419546592e-06
0.1	0.1	0.2	0.5	1	0.1	2	1	0.5083333333333333	-0.4668740989107854	12.0	2.7164538122943185e-11
0.1	0.1	0.2	0.5	1	0.1	2	1	0.608	-0.4581622892802904	12.0	7.826414672026445e-17
0.1	0.1	0.2	0.5	1	0.1	2	1	0.7076666666666667	-0.448537459414229	12.0	2.2548797384770067e-22
0.1	0.1	0.2	0.5	1	0.1	2	1	0.8073333333333333	-0.43790392245796833	12.0	6.4965668803204875e-28
0.1	0.1	0.2	0.5	1	0.1	2	1	0.907	-0.4261559632967505	12.0	1.871735352901059e-33
0.1	0.1	0.2	0.5	1	0.1	2	1	1.0066666666666666	-0.413176787598077	12.0	5.392684006551585e-39
0.1	0.1	0.2	0.5	1	0.1	2	1	1.1063333333333334	-0.39883736068100467	12.0	1.5536940491850435e-44
0.1	0.1	0.2	0.5	1	0.1	2	1	1.206	-0.3829951246959356	12.0	4.476370570833286e-50
0.1	0.1	0.2	0.5	1	0.1	2	1	1.3056666666666668	-0.3654925813615288	12.0	1.2896936496559403e-55
0.1	0.1	0.2	0.5	1	0.1	2	1	1.4053333333333333	-0.3461557261687703	12.0	3.715755171836182e-61
0.1	0.1	0.2	0.5	1	0.1	2	1	1.5050000000000001	-0.3247923184855757	12.0	1.0705516384228363e-66
0.1	0.1	0.2	0.5	1	0.1	2	1	1.6046666666666667	-0.30118997036387646	12.0	3.0843819291880397e-72
0.1	0.1	0.2	0.5	1	0.1	2	1	1.7043333333333333	-0.2751140350487395	12.0	8.88645773231185e-78
0.1	0.1	0.2	0.5	1	0.1	2	1	1.804	-0.24630527419777665	12.0	2.560290289631912e-83
0.1	0.1	0.2	0.5	1	0.1	2	1	1.9036666666666666	-0.21447728061910737	12.0	7.376489670736679e-89
0.1	0.1	0.2	0.5	1	0.1	2	1	2.0033333333333334	-0.179313630905588	12.0	2.1252511905712918e-94
0.1	0.1	0.2	0.5	1	0.1	2	1	2.1029999999999998	-0.14046473965773493	12.0	6.123092181560494e-100
0.1	0.1	0.2	0.5	1	0.1	2	1	2.2026666666666666	-0.09754438402106541	12.0	1.7641330130866443e-105
0.1	0.1	0.2	0.5	1	0.1	2	1	2.3023333333333333	-0.05012586398595403	12.0	5.0826693369640155e-111
0.1	0.1	0.2	0.5	1	0.1	2	1	2.4019999999999997	0.0022622397230282476	12.0	1.464375270871152e-116
0.1	0.1	0.2	0.5	1	0.1	2	1	2.5016666666666665	0.06014075234195676	12.0	4.219032936775286e-122
0.1	0.1	0.2	0.5	1	0.1	2	1	2.6013333333333333	0.12408508294014747	12.0	1.2155517288273648e-127
0.1	0.1	0.2	0.5	1	0.1	2	1	2.7009999999999996	0.19473094494720705	12.0	3.5021438030884507e-133
0.1	0.1	0.2	0.5	1	0.1	2	1	2.8006666666666664	0.2727806762061305	12.0	1.0090077556256221e-138
0.1	0.1	0.2	0.5	1	0.1	2	1	2.900333333333333	0.35901022138432387	12.0	2.907066951433639e-144
0.1	0.1	0.2	0.5	1	0.1	2	1	3.0	0.4027022850505293	12.0	8.375592965465081e-150
0.1	0.1	0.2	0.5	1	0.5	1	0	0.01	0.45	3.0	5384303.780111647
0.1	0.1	0.2	0.5	1	0.5	1	0	0.10966666666666666	-0.16747219166421962	3.0	15.512796099309352
0.1	0.1	0.2	0.5	1	0.5	1	0	0.20933333333333334	-0.4883125117567259	3.0	4.469414294706771e-05
0.1	0.1	0.2	0.5	1	0.5	1	0	0.309	-0.48189688134605985	3.0	1.287689466802096e-10
0.1	0.1	0.2	0.5	1	0.5	1	0	0.4086666666666667	-0.4747594983234395	3.0	3.7099808914041477e-16
0.1	0.1	0.2	0.5	1	0.5	1	0	0.5083333333333333	-0.4668740989379499	3.0	1.0688880020713281e-21
0.1	0.1	0.2	0.5	1	0.5	1	0	0.608	-0.4581622892802905	3.0	3.0795888022474853e-27
0.1	0.1	0.2	0.5	1	0.5	1	0	0.7076666666666667	-0.448537459414229	3.0	8.872648184421506e-33
0.1	0.1	0.2	0.5	1	0.5	1	0	0.8073333333333333	-0.43790392245796833	3.0	2.5563116006612805e-38
0.1	0.1	0.2	0.5	1	0.5	1	0	0.907	-0.4261559632967505	3.0	7.36502661195227e-44
0.1	0.1	0.2	0.5	1	0.5	1	0	1.0066666666666666	-0.413176787598077	3.0	2.121948551997099e-49
0.1	0.1	0.2	0.5	1	0.5	1	0	1.1063333333333334	-0.39883736068100467	3.0	6.113576901426731e-55
0.1	0.1	0.2	0.5	1	0.5	1	0	1.206	-0.3829951246959356	3.0	1.761391551858471e-60
0.1	0.1	0.2	0.5	1	0.5	1	0	1.3056666666666668	-0.3654925813615288	3.0	5.074770873061607e-66
0.1	0.1	0.2	0.5	1	0.5	1	0	1.4053333333333333	-0.3461557261687703	3.0	1.462099632923895e-71
0.1	0.1	0.2	0.5	1	0.5	1	0	1.5050000000000001	-0.3247923184855757	3.0	4.21247656311709e-77
0.1	0.1	0.2	0.5	1	0.5	1	0	1.6046666666666667	-0.30118997036387646	3.0	1.2136627624565537e-82
0.1	0.1	0.2	0.5	1	0.5	1	0	1.7043333333333333	-0.2751140350487395	3.0	3.496701474544751e-88
0.1	0.1	0.2	0.5	1	0.5	1	0	1.804	-0.24630527419777665	3.0	1.0074397584164804e-93
0.1	0.1	0.2	0.5	1	0.5	1	0	1.9036666666666666	-0.21447728061910737	3.0	2.9025493718202623e-99
0.1	0.1	0.2	0.5	1	0.5	1	0	2.0033333333333334	-0.179313630905588	3.0	8.362577300995412e-105
0.1	0.1	0.2	0.5	1	0.5	1	0	2.1029999999999998	-0.14046473965773493	3.0	2.409354334988318e-110
0.1	0.1	0.2	0.5	1	0.5	1	0	2.2026666666666666	-0.09754438402106541	3.0	6.941625891859353e-116
0.1	0.1	0.2	0.5	1	0.5	1	0	2.3023333333333333	-0.05012586398595403	3.0	1.999961953407204e-121
0.1	0.1	0.2	0.5	1	0.5	1	0	2.4019999999999997	0.0022622397230282476	3.0	5.762119534225153e-127
0.1	0.1	0.2	0.5	1	0.5	1	0	2.5016666666666665	0.06014075234195676	3.0	1.660132657530464e-132
0.1	0.1	0.2	0.5	1	0.5	1	0	2.6013333333333333	0.12408508294014747	3.0	4.7830323967233937e-138
0.1	0.1	0.2	0.5	1	0.5	1	0	2.7009999999999996	0.19473094494720705	3.0	1.3780464352853694e-143
0.1	0.1	0.2	0.5	1	0.5	1	0	2.8006666666666664	0.2727806762061305	3.0	3.970309670291006e-149
0.1	0.1	0.2	0.5	1	0.5	1	0	2.900333333333333	0.35901022138432387	3.0	1.1438917059962469e-154
0.1	0.1	0.2	0.5	1	0.5	1	0	3.0	0.4027022850505293	3.0	3.2956830668351814e-160
0.1	0.1	0.2	0.5	1	0.5	2	1	0.01	0.45	4.0	7.064286290396494e+17
0.1	0.1	0.2	0.5	1	0.5	2	1	0.10966666666666666	0.45	4.0	2035301819612.323
0.1	0.1	0.2	0.5	1	0.5	2	1	0.20933333333333334	0.45	4.0	5863937.737841479
0.1	0.1	0.2	0.5	1	0.5	2	1	0.309	-0.14545223335027407	4.0	16.894676485785894
0.1	0.1	0.2	0.5	1	0.5	2	1	0.4086666666666667	-0.4747108228247698	4.0	4.867549867001707e-05
0.1	0.1	0.2	0.5	1	0.5	2	1	0.5083333333333333	-0.4668740987977102	4.0	1.402396886834875e-10
0.1	0.1	0.2	0.5	1	0.5	2	1	0.608	-0.45816228928029007	4.0	4.040466111168133e-16
0.1	0.1	0.2	0.5	1	0.5	2	1	0.7076666666666667	-0.448537459414229	4.0	1.164104580433254e-21
0.1	0.1	0.2	0.5	1	0.5	2	1	0.8073333333333333	-0.43790392245796833	4.0	3.353918673986601e-27
0.1	0.1	0.2	0.5	1	0.5	2	1	0.907	-0.4261559632967505	4.0	9.663023976359079e-33
0.1	0.1	0.2	0.5	1	0.5	2	1	1.0066666666666666	-0.413176787598077	4.0	2.7840279220814957e-38
0.1	0.1	0.2	0.5	1	0.5	2	1	1.1063333333333334	-0.39883736068100467	4.0	8.021103424654454e-44
0.1	0.1	0.2	0.5	1	0.5	2	1	1.206	-0.3829951246959356	4.0	2.3109717987635145e-49
0.1	0.1	0.2	0.5	1	0.5	2	1	1.3056666666666668	-0.3654925813615288	4.0	6.65817453277657e-55
0.1	0.1	0.2	0.5	1	0.5	2	1	1.4053333333333333	-0.3461557261687703	4.0	1.918296369199971e-60
0.1	0.1	0.2	0.5	1	0.5	2	1	1.5050000000000001	-0.3247923184855757	4.0	5.52683162925608e-66
0.1	0.1	0.2	0.5	1	0.5	2	1	1.6046666666666667	-0.30118997036387646	4.0	1.5923435162881265e-71
0.1	0.1	0.2	0.5	1	0.5	2	1	1.7043333333333333	-0.2751140350487395	4.0	4.58772411383577e-77
0.1	0.1	0.2	0.5	1	0.5	2	1	1.804	-0.24630527419777665	4.0	1.3217758812327287e-82
0.1	0.1	0.2	0.5	1	0.5	2	1	1.9036666666666666	-0.21447728061910737	4.0	3.8081877568437147e-88
0.1	0.1	0.2	0.5	1	0.5	2	1	2.0033333333333334	-0.179313630905588	4.0	1.0971825252136291e-93
0.1	0.1	0.2	0.5	1	0.5	2	1	2.1029999999999998	-0.14046473965773493	4.0	3.16110856527715e-99
0.1	0.1	0.2	0.5	1	0.5	2	1	2.2026666666666666	-0.09754438402106541	4.0	9.10751596187003e-105
0.1	0.1	0.2	0.5	1	0.5	2	1	2.3023333333333333	-0.05012586398595403	4.0	2.6239796983513286e-110
0.1	0.1	0.2	0.5	1	0.5	2	1	2.4019999999999997	0.0022622397230282476	4.0	7.559986154497589e-116
0.1	0.1	0.2	0.5	1	0.5	2	1	2.5016666666666665	0.06014075234195676	4.0	2.1781186299612762e-121
0.1	0.1	0.2	0.5	1	0.5	2	1	2.6013333333333333	0.12408508294014747	4.0	6.275409331751178e-127
0.1	0.1	0.2	0.5	1	0.5	2	1	2.7009999999999996	0.19473094494720705	4.0	1.8080173292366603e-132
0.1	0.1	0.2	0.5	1	0.5	2	1	2.8006666666666664	0.2727806762061305	4.0	5.209105079855681e-138
0.1	0.1	0.2	0.5	1	0.5	2	1	2.900333333333333	0.35901022138432387	4.0	1.5008028570408937e-143
0.1	0.1	0.2	0.5	1	0.5	2	1	3.0	0.4027022850505293	4.0	4.323984986235894e-149
0.1	0.1	0.2	0.5	1	1	1	0	0.01	0.45	2.0	11224904.490737015
0.1	0.1	0.2	0.5	1	1	1	0	0.10966666666666666	0.2537262172941695	2.0	32.340235935836226
0.1	0.1	0.2	0.5	1	1	1	0	0.20933333333333334	-0.48826402997454604	2.0	9.317592512690294e-05
0.1	0.1	0.2	0.5	1	1	1	0	0.309	-0.48189688120637836	2.0	2.6845051596033664e-10
0.1	0.1	0.2	0.5	1	1	1	0	0.4086666666666667	-0.47475949832343906	2.0	7.734366943093864e-16
0.1	0.1	0.2	0.5	1	1	1	0	0.5083333333333333	-0.4668740989379499	2.0	2.228359733130927e-21
0.1	0.1	0.2	0.5	1	1	1	0	0.608	-0.4581622892802905	2.0	6.420159706377974e-27
0.1	0.1	0.2	0.5	1	1	1	0	0.7076666666666667	-0.448537459414229	2.0	1.8497215706499006e-32
0.1	0.1	0.2	0.5	1	1	1	0	0.8073333333333333	-0.43790392245796833	2.0	5.329259777647816e-38
0.1	0.1	0.2	0.5	1	1	1	0	0.907	-0.4261559632967505	2.0	1.5354208021521932e-43
0.1	0.1	0.2	0.5	1	1	1	0	1.0066666666666666	-0.413176787598077	2.0	4.423723252466891e-49
0.1	0.1	0.2	0.5	1	1	1	0	1.1063333333333334	-0.39883736068100467	2.0	1.2745253540257788e-54
0.1	0.1	0.2	0.5	1	1	1	0	1.206	-0.3829951246959356	2.0	3.672053574212011e-60
0.1	0.1	0.2	0.5	1	1	1	0	1.3056666666666668	-0.3654925813615288	2.0	1.0579607074344708e-65
0.1	0.1	0.2	0.5	1	1	1	0	1.4053333333333333	-0.3461557261687703	2.0	3.0481060143994906e-71
0.1	0.1	0.2	0.5	1	1	1	0	1.5050000000000001	-0.3247923184855757	2.0	8.781942665478015e-77
0.1	0.1	0.2	0.5	1	1	1	0	1.6046666666666667	-0.30118997036387646	2.0	2.530178301391504e-82
0.1	0.1	0.2	0.5	1	1	1	0	1.7043333333333333	-0.2751140350487395	2.0	7.289733582522695e-88
0.1	0.1	0.2	0.5	1	1	1	0	1.804	-0.24630527419777665	2.0	2.1002557675454144e-93
0.1	0.1	0.2	0.5	1	1	1	0	1.9036666666666666	-0.21447728061910737	2.0	6.05107750396195e-99
0.1	0.1	0.2	0.5	1	1	1	0	2.0033333333333334	-0.179313630905588	2.0	1.7433847593593903e-104
0.1	0.1	0.2	0.5	1	1	1	0	2.1029999999999998	-0.14046473965773493	2.0	5.022891240736427e-110
0.1	0.1	0.2	0.5	1	1	1	0	2.2026666666666666	-0.09754438402106541	2.0	1.447152516438001e-115
0.1	0.1	0.2	0.5	1	1	1	0	2.3023333333333333	-0.05012586398595403	2.0	4.1694122079492466e-121
0.1	0.1	0.2	0.5	1	1	1	0	2.4019999999999997	0.0022622397230282476	2.0	1.2012554283210531e-126
0.1	0.1	0.2	0.5	1	1	1	0	2.5016666666666665	0.06014075234195676	2.0	3.460954523324892e-132
0.1	0.1	0.2	0.5	1	1	1	0	2.6013333333333333	0.12408508294014747	2.0	9.971406521978835e-138
0.1	0.1	0.2	0.5	1	1	1	0	2.7009999999999996	0.19473094494720705	2.0	2.872876466780422e-143
0.1	0.1	0.2	0.5	1	1	1	0	2.8006666666666664	0.2727806762061305	2.0	8.277086261790403e-149
0.1	0.1	0.2	0.5	1	1	1	0	2.900333333333333	0.35901022138432387	2.0	2.3847233870761404e-154
0.1	0.1	0.2	0.5	1	1	1	0	3.0	0.4027022850505293	2.0	6.870661308823636e-160
0.1	0.1	0.2	0.5	1	1	2	1	0.01	0.45	3.0	1.4727240910487596e+18
0.1	0.1	0.2	0.5	1	1	2	1	0.10966666666666666	0.45	3.0	4243086844276.535
0.1	0.1	0.2	0.5	1	1	2	1	0.20933333333333334	0.45	3.0	12224819.35177121
0.1	0.1	0.2	0.5	1	1	2	1	0.309	0.28879037248976325	3.0	35.22110521612989
0.1	0.1	0.2	0.5	1	1	2	1	0.4086666666666667	-0.47465802228383963	3.0	0.00010147603960020501
0.1	0.1	0.2	0.5	1	1	2	1	0.5083333333333333	-0.46687409864558577	3.0	2.923640967469313e-10
0.1	0.1	0.2	0.5	1	1	2	1	0.608	-0.4581622892802896	3.0	8.423344604638644e-16
0.1	0.1	0.2	0.5	1	1	2	1	0.7076666666666667	-0.448537459414229	3.0	2.426862091411697e-21
0.1	0.1	0.2	0.5	1	1	2	1	0.8073333333333333	-0.43790392245796833	3.0	6.992067744073756e-27
0.1	0.1	0.2	0.5	1	1	2	1	0.907	-0.4261559632967505	3.0	2.0144948289698014e-32
0.1	0.1	0.2	0.5	1	1	2	1	1.0066666666666666	-0.413176787598077	3.0	5.803990413830993e-38
0.1	0.1	0.2	0.5	1	1	2	1	1.1063333333333334	-0.39883736068100467	3.0	1.6721961376822223e-43
0.1	0.1	0.2	0.5	1	1	2	1	1.206	-0.3829951246959356	3.0	4.817788665218917e-49
0.1	0.1	0.2	0.5	1	1	2	1	1.3056666666666668	-0.3654925813615288	3.0	1.388060114460219e-54
0.1	0.1	0.2	0.5	1	1	2	1	1.4053333333333333	-0.3461557261687703	3.0	3.9991602273152475e-60
0.1	0.1	0.2	0.5	1	1	2	1	1.5050000000000001	-0.3247923184855757	3.0	1.1522038820313677e-65
0.1	0.1	0.2	0.5	1	1	2	1	1.6046666666666667	-0.30118997036387646	3.0	3.3196313983634274e-71
0.1	0.1	0.2	0.5	1	1	2	1	1.7043333333333333	-0.2751140350487395	3.0	9.564238406810294e-77
0.1	0.1	0.2	0.5	1	1	2	1	1.804	-0.24630527419777665	3.0	2.755566667654709e-82
0.1	0.1	0.2	0.5	1	1	2	1	1.9036666666666666	-0.21447728061910737	3.0	7.939103289691242e-88
0.1	0.1	0.2	0.5	1	1	2	1	2.0033333333333334	-0.179313630905588	3.0	2.2873466203606476e-93
0.1	0.1	0.2	0.5	1	1	2	1	2.1029999999999998	-0.14046473965773493	3.0	6.590107686933808e-99
0.1	0.1	0.2	0.5	1	1	2	1	2.2026666666666666	-0.09754438402106541	3.0	1.898685531033947e-104
0.1	0.1	0.2	0.5	1	1	2	1	2.3023333333333333	-0.05012586398595403	3.0	5.470330557579962e-110
0.1	0.1	0.2	0.5	1	1	2	1	2.4019999999999997	0.0022622397230282476	3.0	1.5760649101749423e-115
0.1	0.1	0.2	0.5	1	1	2	1	2.5016666666666665	0.06014075234195676	3.0	4.5408235844956035e-121
0.1	0.1	0.2	0.5	1	1	2	1	2.6013333333333333	0.12408508294014747	3.0	1.3082633013650938e-126
0.1	0.1	0.2	0.5	1	1	2	1	2.7009999999999996	0.19473094494720705	3.0	3.7692564660358e-132
0.1	0.1	0.2	0.5	1	1	2	1	2.8006666666666664	0.2727806762061305	3.0	1.0859659742750126e-137
0.1	0.1	0.2	0.5	1	1	2	1	2.900333333333333	0.35901022138432387	3.0	3.1287923968819055e-143
0.1	0.1	0.2	0.5	1	1	2	1	3.0	0.4027022850505293	3.0	9.01440937808512e-149
0.1	0.1	0.2	0.5	1	5	1	0	0.01	0.45	1.2	84906328.83999942
0.1	0.1	0.2	0.5	1	5	1	0	0.10966666666666666	0.3748096129360314	1.2	244.6248615653909
0.1	0.1	0.2	0.5	1	5	1	0	0.20933333333333334	-0.48765241364550954	1.2	0.0007047922541634511
0.1	0.1	0.2	0.5	1	5	1	0	0.309	-0.4818968794442416	1.2	2.0305872361056753e-09
0.1	0.1	0.2	0.5	1	5	1	0	0.4086666666666667	-0.47475949832343395	1.2	5.850354482583492e-15
0.1	0.1	0.2	0.5	1	5	1	0	0.5083333333333333	-0.4668740989379499	1.2	1.6855541571080668e-20
0.1	0.1	0.2	0.5	1	5	1	0	0.608	-0.4581622892802905	1.2	4.8562746496852457e-26
0.1	0.1	0.2	0.5	1	5	1	0	0.7076666666666667	-0.448537459414229	1.2	1.399148367539739e-31
0.1	0.1	0.2	0.5	1	5	1	0	0.8073333333333333	-0.43790392245796833	1.2	4.0311067548783624e-37
0.1	0.1	0.2	0.5	1	5	1	0	0.907	-0.4261559632967505	1.2	1.16140804265098e-42
0.1	0.1	0.2	0.5	1	5	1	0	1.0066666666666666	-0.413176787598077	1.2	3.346149639678998e-48
0.1	0.1	0.2	0.5	1	5	1	0	1.1063333333333334	-0.39883736068100467	1.2	9.640640498378524e-54
0.1	0.1	0.2	0.5	1	5	1	0	1.206	-0.3829951246959356	1.2	2.7775789856156833e-59
0.1	0.1	0.2	0.5	1	5	1	0	1.3056666666666668	-0.3654925813615288	1.2	8.002523299806915e-65
0.1	0.1	0.2	0.5	1	5	1	0	1.4053333333333333	-0.3461557261687703	1.2	2.305618651912398e-70
0.1	0.1	0.2	0.5	1	5	1	0	1.5050000000000001	-0.3247923184855757	1.2	6.642751503359514e-76
0.1	0.1	0.2	0.5	1	5	1	0	1.6046666666666667	-0.30118997036387646	1.2	1.9138528177149269e-81
0.1	0.1	0.2	0.5	1	5	1	0	1.7043333333333333	-0.2751140350487395	1.2	5.514029248306096e-87
0.1	0.1	0.2	0.5	1	5	1	0	1.804	-0.24630527419777665	1.2	1.5886550036525876e-92
0.1	0.1	0.2	0.5	1	5	1	0	1.9036666666666666	-0.21447728061910737	1.2	4.577097086319938e-98
0.1	0.1	0.2	0.5	1	5	1	0	2.0033333333333334	-0.179313630905588	1.2	1.3187141128458153e-103
0.1	0.1	0.2	0.5	1	5	1	0	2.1029999999999998	-0.14046473965773493	1.2	3.79936645131776e-109
0.1	0.1	0.2	0.5	1	5	1	0	2.2026666666666666	-0.09754438402106541	1.2	1.0946410060211017e-114
0.1	0.1	0.2	0.5	1	5	1	0	2.3023333333333333	-0.05012586398595403	1.2	3.153786157287698e-120
0.1	0.1	0.2	0.5	1	5	1	0	2.4019999999999997	0.0022622397230282476	1.2	9.086419265485045e-126
0.1	0.1	0.2	0.5	1	5	1	0	2.5016666666666665	0.06014075234195676	1.2	2.617901498406553e-131
0.1	0.1	0.2	0.5	1	5	1	0	2.6013333333333333	0.12408508294014747	1.2	7.5424741640440155e-137
0.1	0.1	0.2	0.5	1	5	1	0	2.7009999999999996	0.19473094494720705	1.2	2.1730732248673788e-142
0.1	0.1	0.2	0.5	1	5	1	0	2.8006666666666664	0.2727806762061305	1.2	6.260872941596308e-148
0.1	0.1	0.2	0.5	1	5	1	0	2.900333333333333	0.35901022138432387	1.2	1.8038292286816546e-153
0.1	0.1	0.2	0.5	1	5	1	0	3.0	0.4027022850505293	1.2	5.197038682303375e-159
0.1	0.1	0.2	0.5	1	5	2	1	0.01	0.45	2.2	1.1139836073317517e+19
0.1	0.1	0.2	0.5	1	5	2	1	0.10966666666666666	0.45	2.2	32095144078501.926
0.1	0.1	0.2	0.5	1	5	2	1	0.20933333333333334	0.4314804780202064	2.2	92469787.40442306
0.1	0.1	0.2	0.5	1	5	2	1	0.309	0.26519597616614665	2.2	266.4160522758537
0.1	0.1	0.2	0.5	1	5	2	1	0.4086666666666667	-0.473991923152105	2.2	0.0007675751713348823
0.1	0.1	0.2	0.5	1	5	2	1	0.5083333333333333	-0.4668740967264779	2.2	2.211472013854989e-09
0.1	0.1	0.2	0.5	1	5	2	1	0.608	-0.4581622892802842	2.2	6.371504252226653e-15
0.1	0.1	0.2	0.5	1	5	2	1	0.7076666666666667	-0.448537459414229	2.2	1.835703376837049e-20
0.1	0.1	0.2	0.5	1	5	2	1	0.8073333333333333	-0.43790392245796833	2.2	5.288871755132702e-26
0.1	0.1	0.2	0.5	1	5	2	1	0.907	-0.4261559632967505	2.2	1.5237845501181689e-31
0.1	0.1	0.2	0.5	1	5	2	1	1.0066666666666666	-0.413176787598077	2.2	4.390197877128531e-37
0.1	0.1	0.2	0.5	1	5	2	1	1.1063333333333334	-0.39883736068100467	2.2	1.2648663092724385e-42
0.1	0.1	0.2	0.5	1	5	2	1	1.206	-0.3829951246959356	2.2	3.644224759588634e-48
0.1	0.1	0.2	0.5	1	5	2	1	1.3056666666666668	-0.3654925813615288	2.2	1.0499429070916944e-53
0.1	0.1	0.2	0.5	1	5	2	1	1.4053333333333333	-0.3461557261687703	2.2	3.0250058129692407e-59
0.1	0.1	0.2	0.5	1	5	2	1	1.5050000000000001	-0.3247923184855757	2.2	8.71538833844244e-65
0.1	0.1	0.2	0.5	1	5	2	1	1.6046666666666667	-0.30118997036387646	2.2	2.511003237223559e-70
0.1	0.1	0.2	0.5	1	5	2	1	1.7043333333333333	-0.2751140350487395	2.2	7.234488025664232e-76
0.1	0.1	0.2	0.5	1	5	2	1	1.804	-0.24630527419777665	2.2	2.0843388896362645e-81
0.1	0.1	0.2	0.5	1	5	2	1	1.9036666666666666	-0.21447728061910737	2.2	6.005219155022721e-87
0.1	0.1	0.2	0.5	1	5	2	1	2.0033333333333334	-0.179313630905588	2.2	1.7301724436060903e-92
0.1	0.1	0.2	0.5	1	5	2	1	2.1029999999999998	-0.14046473965773493	2.2	4.984825045244687e-98
0.1	0.1	0.2	0.5	1	5	2	1	2.2026666666666666	-0.09754438402106541	2.2	1.4361852093717982e-103
0.1	0.1	0.2	0.5	1	5	2	1	2.3023333333333333	-0.05012586398595403	2.2	4.137814139707823e-109
0.1	0.1	0.2	0.5	1	5	2	1	2.4019999999999997	0.0022622397230282476	2.2	1.192151662824608e-114
0.1	0.1	0.2	0.5	1	5	2	1	2.5016666666666665	0.06014075234195676	2.2	3.434725531861978e-120
0.1	0.1	0.2	0.5	1	5	2	1	2.6013333333333333	0.12408508294014747	2.2	9.895837792376758e-126
0.1	0.1	0.2	0.5	1	5	2	1	2.7009999999999996	0.19473094494720705	2.2	2.85110424995009e-131
0.1	0.1	0.2	0.5	1	5	2	1	2.8006666666666664	0.2727806762061305	2.2	8.214358010541569e-137
0.1	0.1	0.2	0.5	1	5	2	1	2.900333333333333	0.35901022138432387	2.2	2.366650659179847e-142
0.1	0.1	0.2	0.5	1	5	2	1	3.0	0.4027022850505293	2.2	6.818591709064227e-148
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.01	0.45	4.5	nan
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.10966666666666666	0.45	4.5	nan
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.20933333333333334	0.45	4.5	nan
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.309	0.45	4.5	nan
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.4086666666666667	0.45	4.5	nan
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.5083333333333333	0.3430033529649279	4.5	nan
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.608	0.20535148191641667	4.5	nan
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.7076666666666667	0.09506395032161347	4.5	nan
0.1	0.1	0.30000000000000004	1	2	0.5	1	0	0.8073333333333333	-0.012024717845363964	4.5	nan
