a1	a4	G_theta	G_k	U_b	U_a	epsilon	mia	obj	delta
0.1	0.1	1	2	1	0	0.01	-0.014170136940468647	2.5	11.024191927494043
0.1	0.1	1	2	1	0	0.10966666666666666	-0.49417293605109175	2.5	3.1761960044409133e-05
0.1	0.1	1	2	1	0	0.20933333333333334	-0.48835720580816316	2.5	9.150984602750475e-11
0.1	0.1	1	2	1	0	0.309	-0.4818968814748286	2.5	2.636503511832762e-16
0.1	0.1	1	2	1	0	0.4086666666666667	-0.47475949832343983	2.5	7.5960686960583285e-22
0.1	0.1	1	2	1	0	0.5083333333333333	-0.4668740989379499	2.5	2.1885144236021674e-27
0.1	0.1	1	2	1	0	0.608	-0.4581622892802905	2.5	6.305360804333027e-33
0.1	0.1	1	2	1	0	0.7076666666666667	-0.448537459414229	2.5	1.8166466916576362e-38
0.1	0.1	1	2	1	0	0.8073333333333333	-0.43790392245796833	2.5	5.233967261703315e-44
0.1	0.1	1	2	1	0	0.907	-0.4261559632967505	2.5	1.5079659364906837e-49
0.1	0.1	1	2	1	0	1.0066666666666666	-0.413176787598077	2.5	4.3446226388436195e-55
0.1	0.1	1	2	1	0	1.1063333333333334	-0.39883736068100467	2.5	1.251735560942381e-60
0.1	0.1	1	2	1	0	1.206	-0.3829951246959356	2.5	3.606393569188879e-66
0.1	0.1	1	2	1	0	1.3056666666666668	-0.3654925813615288	2.5	1.0390433076851137e-71
0.1	0.1	1	2	1	0	1.4053333333333333	-0.3461557261687703	2.5	2.993602818252779e-77
0.1	0.1	1	2	1	0	1.5050000000000001	-0.3247923184855757	2.5	8.624912712653352e-83
0.1	0.1	1	2	1	0	1.6046666666666667	-0.30118997036387646	2.5	2.4849361728056112e-88
0.1	0.1	1	2	1	0	1.7043333333333333	-0.2751140350487395	2.5	7.159385826431351e-94
0.1	0.1	1	2	1	0	1.804	-0.24630527419777665	2.5	2.062701085550752e-99
0.1	0.1	1	2	1	0	1.9036666666666666	-0.21447728061910737	2.5	5.942878162292278e-105
0.1	0.1	1	2	1	0	2.0033333333333334	-0.179313630905588	2.5	1.7122112893259758e-110
0.1	0.1	1	2	1	0	2.1029999999999998	-0.14046473965773493	2.5	4.9330769018572185e-116
0.1	0.1	1	2	1	0	2.2026666666666666	-0.09754438402106541	2.5	1.4212759763553995e-121
0.1	0.1	1	2	1	0	2.3023333333333333	-0.05012586398595403	2.5	4.094858931156109e-127
0.1	0.1	1	2	1	0	2.4019999999999997	0.0022622397230282476	2.5	1.1797757750797996e-132
0.1	0.1	1	2	1	0	2.5016666666666665	0.06014075234195676	2.5	3.3990691812967864e-138
0.1	0.1	1	2	1	0	2.6013333333333333	0.12408508294014747	2.5	9.793107761057494e-144
0.1	0.1	1	2	1	0	2.7009999999999996	0.19473094494720705	2.5	2.821506550893473e-149
0.1	0.1	1	2	1	0	2.8006666666666664	0.2727806762061305	2.5	8.129083648390983e-155
0.1	0.1	1	2	1	0	2.900333333333333	0.35901022138432387	2.5	2.342082138409772e-160
0.1	0.1	1	2	1	0	3.0	0.4027022850505293	2.5	6.747806985777325e-166
0.1	0.1	1	2	2	1	0.01	0.45	3.5	1110238.394474885
0.1	0.1	1	2	2	1	0.10966666666666666	-0.18919211300527167	3.5	3.198724020500259
0.1	0.1	1	2	2	1	0.20933333333333334	-0.4883479900092748	3.5	9.215890398174104e-06
0.1	0.1	1	2	2	1	0.309	-0.48189688144827686	3.5	2.6552036151551105e-11
0.1	0.1	1	2	2	1	0.4086666666666667	-0.4747594983234397	3.5	7.649945836301999e-17
0.1	0.1	1	2	2	1	0.5083333333333333	-0.4668740989379499	3.5	2.204037045005907e-22
0.1	0.1	1	2	2	1	0.608	-0.4581622892802905	3.5	6.350083255107852e-28
0.1	0.1	1	2	2	1	0.7076666666666667	-0.448537459414229	3.5	1.829531742135172e-33
0.1	0.1	1	2	2	1	0.8073333333333333	-0.43790392245796833	3.5	5.2710905684390236e-39
0.1	0.1	1	2	2	1	0.907	-0.4261559632967505	3.5	1.5186615865030467e-44
0.1	0.1	1	2	2	1	1.0066666666666666	-0.413176787598077	3.5	4.375438031987712e-50
0.1	0.1	1	2	2	1	1.1063333333333334	-0.39883736068100467	3.5	1.2606138287758392e-55
0.1	0.1	1	2	2	1	1.206	-0.3829951246959356	3.5	3.631972876048239e-61
0.1	0.1	1	2	2	1	1.3056666666666668	-0.3654925813615288	3.5	1.0464129990672499e-66
0.1	0.1	1	2	2	1	1.4053333333333333	-0.3461557261687703	3.5	3.014835743510118e-72
0.1	0.1	1	2	2	1	1.5050000000000001	-0.3247923184855757	3.5	8.686087203090839e-78
0.1	0.1	1	2	2	1	1.6046666666666667	-0.30118997036387646	3.5	2.5025612444098775e-83
0.1	0.1	1	2	2	1	1.7043333333333333	-0.2751140350487395	3.5	7.21016567712303e-89
0.1	0.1	1	2	2	1	1.804	-0.24630527419777665	3.5	2.0773313423472412e-94
0.1	0.1	1	2	2	1	1.9036666666666666	-0.21447728061910737	3.5	5.985029608390618e-100
0.1	0.1	1	2	2	1	2.0033333333333334	-0.179313630905588	3.5	1.7243556038988254e-105
0.1	0.1	1	2	2	1	2.1029999999999998	-0.14046473965773493	3.5	4.968066063581268e-111
0.1	0.1	1	2	2	1	2.2026666666666666	-0.09754438402106541	3.5	1.43135675473789e-116
0.1	0.1	1	2	2	1	2.3023333333333333	-0.05012586398595403	3.5	4.12390280868537e-122
0.1	0.1	1	2	2	1	2.4019999999999997	0.0022622397230282476	3.5	1.1881436489673947e-127
0.1	0.1	1	2	2	1	2.5016666666666665	0.06014075234195676	3.5	3.4231779847195207e-133
0.1	0.1	1	2	2	1	2.6013333333333333	0.12408508294014747	3.5	9.862567985994401e-139
0.1	0.1	1	2	2	1	2.7009999999999996	0.19473094494720705	3.5	2.841518837541165e-144
0.1	0.1	1	2	2	1	2.8006666666666664	0.2727806762061305	3.5	8.18674133913891e-150
0.1	0.1	1	2	2	1	2.900333333333333	0.35901022138432387	3.5	2.3586939797295994e-155
0.1	0.1	1	2	2	1	3.0	0.4027022850505293	3.5	6.79566760392826e-161
0.1	0.1	2	2	1	0	0.01	-0.41104246689693663	4.5	2.511629790965518
0.1	0.1	2	2	1	0	0.10966666666666666	-0.4941974617179374	4.5	7.236293198782183e-06
