a1	a4	G_theta	G_k	U_b	U_a	epsilon	mia	obj	delta
0.1	0.1	1	2	1	0	0.01	-0.22825080361217537	2.5	0.2712466880336161
0.1	0.1	1	2	1	0	0.10966666666666666	-0.4942039165183498	2.5	7.814927864250661e-07
0.1	0.1	1	2	1	0	0.20933333333333334	-0.48835720589742143	2.5	2.2515702575462334e-12
0.1	0.1	1	2	1	0	0.309	-0.48189688147482884	2.5	6.487031886573799e-18
0.1	0.1	1	2	1	0	0.4086666666666667	-0.47475949832343983	2.5	1.8689882119550573e-23
0.1	0.1	1	2	1	0	0.5083333333333333	-0.4668740989379499	2.5	5.384769178731356e-29
0.1	0.1	1	2	1	0	0.608	-0.4581622892802905	2.5	1.551413696605594e-34
0.1	0.1	1	2	1	0	0.7076666666666667	-0.448537459414229	2.5	4.4698006137795e-40
0.1	0.1	1	2	1	0	0.8073333333333333	-0.43790392245796833	2.5	1.2878007697532111e-45
0.1	0.1	1	2	1	0	0.907	-0.4261559632967505	2.5	3.7103015679588776e-51
0.1	0.1	1	2	1	0	1.0066666666666666	-0.413176787598077	2.5	1.0689803926609259e-56
0.1	0.1	1	2	1	0	1.1063333333333334	-0.39883736068100467	2.5	3.079854990121762e-62
0.1	0.1	1	2	1	0	1.206	-0.3829951246959356	2.5	8.873415102186009e-68
0.1	0.1	1	2	1	0	1.3056666666666668	-0.3654925813615288	2.5	2.5565325584561892e-73
0.1	0.1	1	2	1	0	1.4053333333333333	-0.3461557261687703	2.5	7.365663216675836e-79
0.1	0.1	1	2	1	0	1.5050000000000001	-0.3247923184855757	2.5	2.1221319651118224e-84
0.1	0.1	1	2	1	0	1.6046666666666667	-0.30118997036387646	2.5	6.114105335625055e-90
0.1	0.1	1	2	1	0	1.7043333333333333	-0.2751140350487395	2.5	1.76154379980554e-95
0.1	0.1	1	2	1	0	1.804	-0.24630527419777665	2.5	5.075209516840984e-101
0.1	0.1	1	2	1	0	1.9036666666666666	-0.21447728061910737	2.5	1.4622260112225122e-106
0.1	0.1	1	2	1	0	2.0033333333333334	-0.179313630905588	2.5	4.212840673475132e-112
0.1	0.1	1	2	1	0	2.1029999999999998	-0.14046473965773493	2.5	1.2137676668225494e-117
0.1	0.1	1	2	1	0	2.2026666666666666	-0.09754438402106541	2.5	3.497003716042546e-123
0.1	0.1	1	2	1	0	2.3023333333333333	-0.05012586398595403	2.5	1.0075268376549394e-128
0.1	0.1	1	2	1	0	2.4019999999999997	0.0022622397230282476	2.5	2.902800257083485e-134
0.1	0.1	1	2	1	0	2.5016666666666665	0.06014075234195676	2.5	8.363300130184037e-140
0.1	0.1	1	2	1	0	2.6013333333333333	0.12408508294014747	2.5	2.409562590359269e-145
0.1	0.1	1	2	1	0	2.7009999999999996	0.19473094494720705	2.5	6.942225899444598e-151
0.1	0.1	1	2	1	0	2.8006666666666664	0.2727806762061305	2.5	2.0001348224671247e-156
0.1	0.1	1	2	1	0	2.900333333333333	0.35901022138432387	2.5	5.762617589793e-162
0.1	0.1	1	2	1	0	3.0	0.4027022850505293	2.5	1.660276153046053e-167
0.1	0.1	1	2	2	1	0.01	0.45	3.5	3.4590222035482827
0.1	0.1	1	2	2	1	0.10966666666666666	-0.4941947321718489	3.5	9.965839287306258e-06
0.1	0.1	1	2	2	1	0.20933333333333334	-0.48835720587096026	3.5	2.871272482684153e-11
0.1	0.1	1	2	2	1	0.309	-0.48189688147482873	3.5	8.272464999832035e-17
0.1	0.1	1	2	2	1	0.4086666666666667	-0.47475949832343983	3.5	2.3833919485576704e-22
0.1	0.1	1	2	2	1	0.5083333333333333	-0.4668740989379499	3.5	6.866825281901958e-28
0.1	0.1	1	2	2	1	0.608	-0.4581622892802905	3.5	1.9784110406474594e-33
0.1	0.1	1	2	2	1	0.7076666666666667	-0.448537459414229	3.5	5.7000288853594396e-39
0.1	0.1	1	2	2	1	0.8073333333333333	-0.43790392245796833	3.5	1.642243630186127e-44
0.1	0.1	1	2	2	1	0.907	-0.4261559632967505	3.5	4.7314920593018025e-50
0.1	0.1	1	2	2	1	1.0066666666666666	-0.413176787598077	3.5	1.3631970735486456e-55
0.1	0.1	1	2	2	1	1.1063333333333334	-0.39883736068100467	3.5	3.9275269577558115e-61
0.1	0.1	1	2	2	1	1.206	-0.3829951246959356	3.5	1.131565516330211e-66
0.1	0.1	1	2	2	1	1.3056666666666668	-0.3654925813615288	3.5	3.2601699021291103e-72
0.1	0.1	1	2	2	1	1.4053333333333333	-0.3461557261687703	3.5	9.392923023333975e-78
0.1	0.1	1	2	2	1	1.5050000000000001	-0.3247923184855757	3.5	2.706208742822169e-83
0.1	0.1	1	2	2	1	1.6046666666666667	-0.30118997036387646	3.5	7.796897453044268e-89
0.1	0.1	1	2	2	1	1.7043333333333333	-0.2751140350487395	3.5	2.24637548949353e-94
0.1	0.1	1	2	2	1	1.804	-0.24630527419777665	3.5	6.472065164621194e-100
0.1	0.1	1	2	2	1	1.9036666666666666	-0.21447728061910737	3.5	1.8646761278787094e-105
0.1	0.1	1	2	2	1	2.0033333333333334	-0.179313630905588	3.5	5.3723455704484484e-111
0.1	0.1	1	2	2	1	2.1029999999999998	-0.14046473965773493	3.5	1.5478343127153545e-116
0.1	0.1	1	2	2	1	2.2026666666666666	-0.09754438402106541	3.5	4.4594879986822824e-122
0.1	0.1	1	2	2	1	2.3023333333333333	-0.05012586398595403	3.5	1.2848295871864754e-127
0.1	0.1	1	2	2	1	2.4019999999999997	0.0022622397230282476	3.5	3.701741250559812e-133
0.1	0.1	1	2	2	1	2.5016666666666665	0.06014075234195676	3.5	1.066514067138038e-138
0.1	0.1	1	2	2	1	2.6013333333333333	0.12408508294014747	3.5	3.072749223710067e-144
0.1	0.1	1	2	2	1	2.7009999999999996	0.19473094494720705	3.5	8.852942575008073e-150
0.1	0.1	1	2	2	1	2.8006666666666664	0.2727806762061305	3.5	2.550634188811409e-155
0.1	0.1	1	2	2	1	2.900333333333333	0.35901022138432387	3.5	7.3486693379209e-161
0.1	0.1	1	2	2	1	3.0	0.4027022850505293	3.5	2.1172358339344647e-166
0.1	0.1	2	2	1	0	0.01	-0.4598567799253443	4.5	0.03964071172044722
0.1	0.1	2	2	1	0	0.10966666666666666	-0.4942045838017038	4.5	1.1420943231736618e-07
0.1	0.1	2	2	1	0	0.20933333333333334	-0.4883572058993439	4.5	3.290504600987494e-13
0.1	0.1	2	2	1	0	0.309	-0.48189688147482884	4.5	9.480320766355407e-19
0.1	0.1	2	2	1	0	0.4086666666666667	-0.47475949832343983	4.5	2.7313890339498974e-24
0.1	0.1	2	2	1	0	0.5083333333333333	-0.4668740989379499	4.5	7.869444756825353e-30
0.1	0.1	2	2	1	0	0.608	-0.4581622892802905	4.5	2.2672771989265284e-35
0.1	0.1	2	2	1	0	0.7076666666666667	-0.448537459414229	4.5	6.532285384319661e-41
0.1	0.1	2	2	1	0	0.8073333333333333	-0.43790392245796833	4.5	1.8820262631494415e-46
0.1	0.1	2	2	1	0	0.907	-0.4261559632967505	4.5	5.422333298062348e-52
0.1	0.1	2	2	1	0	1.0066666666666666	-0.413176787598077	4.5	1.5622363497772865e-57
0.1	0.1	2	2	1	0	1.1063333333333334	-0.39883736068100467	4.5	4.500981917576994e-63
0.1	0.1	2	2	1	0	1.206	-0.3829951246959356	4.5	1.2967844606383514e-68
0.1	0.1	2	2	1	0	1.3056666666666668	-0.3654925813615288	4.5	3.736184610708971e-74
0.1	0.1	2	2	1	0	1.4053333333333333	-0.3461557261687703	4.5	1.0764375938332487e-79
0.1	0.1	2	2	1	0	1.5050000000000001	-0.3247923184855757	4.5	3.101340041111098e-85
0.1	0.1	2	2	1	0	1.6046666666666667	-0.30118997036387646	4.5	8.935315995744791e-91
0.1	0.1	2	2	1	0	1.7043333333333333	-0.2751140350487395	4.5	2.5743669151225666e-96
0.1	0.1	2	2	1	0	1.804	-0.24630527419777665	4.5	7.417046041610168e-102
0.1	0.1	2	2	1	0	1.9036666666666666	-0.21447728061910737	4.5	2.1369359456962823e-107
0.1	0.1	2	2	1	0	2.0033333333333334	-0.179313630905588	4.5	6.15675729986084e-113
0.1	0.1	2	2	1	0	2.1029999999999998	-0.14046473965773493	4.5	1.7738323193885445e-118
0.1	0.1	2	2	1	0	2.2026666666666666	-0.09754438402106541	4.5	5.110614149721777e-124
0.1	0.1	2	2	1	0	2.3023333333333333	-0.05012586398595403	4.5	1.472426491605456e-129
0.1	0.1	2	2	1	0	2.4019999999999997	0.0022622397230282476	4.5	4.2422294261829653e-135
0.1	0.1	2	2	1	0	2.5016666666666665	0.06014075234195676	4.5	1.2222349032004434e-140
0.1	0.1	2	2	1	0	2.6013333333333333	0.12408508294014747	4.5	3.5213987941843286e-146
0.1	0.1	2	2	1	0	2.7009999999999996	0.19473094494720705	4.5	1.0145553391752501e-151
0.1	0.1	2	2	1	0	2.8006666666666664	0.2727806762061305	4.5	2.9230501752567704e-157
0.1	0.1	2	2	1	0	2.900333333333333	0.35901022138432387	4.5	8.421642464583929e-163
0.1	0.1	2	2	1	0	3.0	0.4027022850505293	4.5	2.4263716853595604e-168
0.1	0.1	2	2	2	1	0.01	-0.023150241969539964	5.5	0.49597300472558614
0.1	0.1	2	2	2	1	0.10966666666666666	-0.4942032690560832	5.5	1.4289550529242747e-06
0.1	0.1	2	2	2	1	0.20933333333333334	-0.48835720589555603	5.5	4.116983230584443e-12
0.1	0.1	2	2	2	1	0.309	-0.48189688147482884	5.5	1.186150039235118e-17
0.1	0.1	2	2	2	1	0.4086666666666667	-0.47475949832343983	5.5	3.417434166662229e-23
0.1	0.1	2	2	2	1	0.5083333333333333	-0.4668740989379499	5.5	9.846019388071323e-29
0.1	0.1	2	2	2	1	0.608	-0.4581622892802905	5.5	2.8367509968731672e-34
0.1	0.1	2	2	2	1	0.7076666666666667	-0.448537459414229	5.5	8.17300464389723e-40
0.1	0.1	2	2	2	1	0.8073333333333333	-0.43790392245796833	5.5	2.3547362804417575e-45
0.1	0.1	2	2	2	1	0.907	-0.4261559632967505	5.5	6.78426501882507e-51
0.1	0.1	2	2	2	1	1.0066666666666666	-0.413176787598077	5.5	1.954624482917445e-56
0.1	0.1	2	2	2	1	1.1063333333333334	-0.39883736068100467	5.5	5.6314970871846075e-62
0.1	0.1	2	2	2	1	1.206	-0.3829951246959356	5.5	1.6224988339261007e-67
0.1	0.1	2	2	2	1	1.3056666666666668	-0.3654925813615288	5.5	4.674605039008493e-73
0.1	0.1	2	2	2	1	1.4053333333333333	-0.3461557261687703	5.5	1.3468072712167815e-78
0.1	0.1	2	2	2	1	1.5050000000000001	-0.3247923184855757	5.5	3.8803060593694064e-84
0.1	0.1	2	2	2	1	1.6046666666666667	-0.30118997036387646	5.5	1.1179606344697129e-89
0.1	0.1	2	2	2	1	1.7043333333333333	-0.2751140350487395	5.5	3.220972678704205e-95
0.1	0.1	2	2	2	1	1.804	-0.24630527419777665	5.5	9.27999133160865e-101
0.1	0.1	2	2	2	1	1.9036666666666666	-0.21447728061910737	5.5	2.673671828516703e-106
0.1	0.1	2	2	2	1	2.0033333333333334	-0.179313630905588	5.5	7.703154874999738e-112
0.1	0.1	2	2	2	1	2.1029999999999998	-0.14046473965773493	5.5	2.2193671786995412e-117
0.1	0.1	2	2	2	1	2.2026666666666666	-0.09754438402106541	5.5	6.39425112673546e-123
0.1	0.1	2	2	2	1	2.3023333333333333	-0.05012586398595403	5.5	1.8422570120062549e-128
0.1	0.1	2	2	2	1	2.4019999999999997	0.0022622397230282476	5.5	5.30775352894084e-134
0.1	0.1	2	2	2	1	2.5016666666666665	0.06014075234195676	5.5	1.5292246054909674e-139
0.1	0.1	2	2	2	1	2.6013333333333333	0.12408508294014747	5.5	4.4058712999540076e-145
0.1	0.1	2	2	2	1	2.7009999999999996	0.19473094494720705	5.5	1.2693820019674133e-150
0.1	0.1	2	2	2	1	2.8006666666666664	0.2727806762061305	5.5	3.6572349876300907e-156
0.1	0.1	2	2	2	1	2.900333333333333	0.35901022138432387	5.5	1.0536913028556577e-161
0.1	0.1	2	2	2	1	3.0	0.4027022850505293	5.5	3.035805370639068e-167
0.1	0.1	3	2	1	0	0.01	-0.48426602539818314	6.5	0.015231466247608433
0.1	0.1	3	2	1	0	0.10966666666666666	-0.4942046541275367	6.5	4.388359941083466e-08
0.1	0.1	3	2	1	0	0.20933333333333334	-0.4883572058995465	6.5	1.264336778839646e-13
0.1	0.1	3	2	1	0	0.309	-0.48189688147482884	6.5	3.642699121740541e-19
0.1	0.1	3	2	1	0	0.4086666666666667	-0.47475949832343983	6.5	1.0495033533476157e-24
0.1	0.1	3	2	1	0	0.5083333333333333	-0.4668740989379499	6.5	3.0237394082704355e-30
0.1	0.1	3	2	1	0	0.608	-0.4581622892802905	6.5	8.71173968140647e-36
0.1	0.1	3	2	1	0	0.7076666666666667	-0.448537459414229	6.5	2.509952017326895e-41
0.1	0.1	3	2	1	0	0.8073333333333333	-0.43790392245796833	6.5	7.231459340697683e-47
0.1	0.1	3	2	1	0	0.907	-0.4261559632967505	6.5	2.0834662907961493e-52
0.1	0.1	3	2	1	0	1.0066666666666666	-0.413176787598077	6.5	6.0027050977862364e-58
0.1	0.1	3	2	1	0	1.1063333333333334	-0.39883736068100467	6.5	1.7294481149113454e-63
0.1	0.1	3	2	1	0	1.206	-0.3829951246959356	6.5	4.982738171284729e-69
0.1	0.1	3	2	1	0	1.3056666666666668	-0.3654925813615288	6.5	1.4355839570734906e-74
0.1	0.1	3	2	1	0	1.4053333333333333	-0.3461557261687703	6.5	4.136081862947789e-80
0.1	0.1	3	2	1	0	1.5050000000000001	-0.3247923184855757	6.5	1.1916525740423423e-85
0.1	0.1	3	2	1	0	1.6046666666666667	-0.30118997036387646	6.5	3.4332875998970675e-91
0.1	0.1	3	2	1	0	1.7043333333333333	-0.2751140350487395	6.5	9.891694945634489e-97
0.1	0.1	3	2	1	0	1.804	-0.24630527419777665	6.5	2.849910648336644e-102
0.1	0.1	3	2	1	0	1.9036666666666666	-0.21447728061910737	6.5	8.210919107536071e-108
0.1	0.1	3	2	1	0	2.0033333333333334	-0.179313630905588	6.5	2.3656598718225916e-113
0.1	0.1	3	2	1	0	2.1029999999999998	-0.14046473965773493	6.5	6.815737137168494e-119
0.1	0.1	3	2	1	0	2.2026666666666666	-0.09754438402106541	6.5	1.963691960805213e-124
0.1	0.1	3	2	1	0	2.3023333333333333	-0.05012586398595403	6.5	5.657621529889254e-130
0.1	0.1	3	2	1	0	2.4019999999999997	0.0022622397230282476	6.5	1.6300255851912264e-135
0.1	0.1	3	2	1	0	2.5016666666666665	0.06014075234195676	6.5	4.696290471783924e-141
0.1	0.1	3	2	1	0	2.6013333333333333	0.12408508294014747	6.5	1.3530550928610777e-146
0.1	0.1	3	2	1	0	2.7009999999999996	0.19473094494720705	6.5	3.898306749373565e-152
0.1	0.1	3	2	1	0	2.8006666666666664	0.2727806762061305	6.5	1.1231468395035214e-157
0.1	0.1	3	2	1	0	2.900333333333333	0.35901022138432387	6.5	3.2359147296180774e-163
0.1	0.1	3	2	1	0	3.0	0.4027022850505293	6.5	9.323041092283112e-169
0.1	0.1	3	2	2	1	0.01	-0.32502051006246974	7.5	0.18868009051468312
0.1	0.1	3	2	2	1	0.10966666666666666	-0.4942041544021773	7.5	5.436089588713398e-07
0.1	0.1	3	2	2	1	0.20933333333333334	-0.48835720589810677	7.5	1.5661996947271194e-12
0.1	0.1	3	2	2	1	0.309	-0.48189688147482884	7.5	4.512400768479395e-18
0.1	0.1	3	2	2	1	0.4086666666666667	-0.47475949832343983	7.5	1.3000743624152658e-23
0.1	0.1	3	2	2	1	0.5083333333333333	-0.4668740989379499	7.5	3.7456631946701826e-29
0.1	0.1	3	2	2	1	0.608	-0.4581622892802905	7.5	1.079168482473722e-34
0.1	0.1	3	2	2	1	0.7076666666666667	-0.448537459414229	7.5	3.1092080441770283e-40
0.1	0.1	3	2	2	1	0.8073333333333333	-0.43790392245796833	7.5	8.957984614057278e-46
0.1	0.1	3	2	2	1	0.907	-0.4261559632967505	7.5	2.5808980037849793e-51
